show,episode,slug_earwolf,id_wikia,name,desc,elucidation,tags,tstart,tend,location_type,location_id
"cbb",154,"","","Wipeout!","Scott's Jukebox Jury theme drum solo segues into Wipeout.","Scott gets so excited he solos the melody from Wipeout. OR: Scott expresses his anger at the Wipeout snark.","Marissa Wompler, Charlotte Listler","1:05:04","1:05:33","",""
"cbb",155,"","","CBB's Open Door Policy","Patton laments that the ODP is disrupting the show.","","Mark Van Driel","59:47","1:00:41","",""
"cbb",156,"","","Cake Boss Cake Boss? Cake Boss?","Buddy interrupts the cold open.","","Cake Boss","0:14","0:25","",""
"cbb",156,"","","Foam Corner RIP.","Now it's just 'Just Somebody that I Used to Know' that I used to know.","The Foam Corner ends abruptly.","Cake Boss","26:22","26:50","",""
"cbb",157,"","","A Character is Addressed Using the Name of its Player","Please call me Garry Marshall","","Garry Marshall","1:09:13","1:09:34","",""
"cbb",157,"","","Shirley","Garry Marshall can't recall who he employed for eight years as one of the titular characters on 'Laverne & Shirley.'","A character can't pull a detail they absolutely should know.","Garry Marshall","59:34","1:00:52","",""
"cbb",158,"","","Where are you from?","Scott seems to think he has found an inconsistency in Jermaine's story.","a character detail is challenged or prompted","Jermaine Jones","44:30","44:59","",""
"cbb",158,"","","Classic WYR Blunder: Premature Election","Another -7.","","Jermaine Jones","1:14:49","1:15:08","",""
"cbb",158,"","","Classic WYR Blunder: Premature Election","Gillie?","","Jermaine Jones","1:06:26","1:06:57","",""
"cbb",158,"","","Somebody Gets Emotional","Jermaine 'The Gentle Giant Jones chokes up at the craft services table.","","Jermaine Jones","35:24","35:43","",""
"cbb",159,"","","And I'll Get to Your Introduction in a Second","Saul Goodman goes unintroduced.","","Saul Goodman","28:48","28:53","",""
"cbb",159,"","","My wife!","Scott pronounces it wrong.","","Saul Goodman","39:52","40:20","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"Yes, And...","Chelsea Peretti says 'Nope.'","","","8:56","9:12","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"Where are you from?","A radio commercial fails to deliver any information whatsoever.","a character detail is challenged or prompted","","24:45","25:12","",""
"cbb",14,"an-old-fashioned-dinner",2440,"And This is How We Play WYR","Zach G delivers a killer outro.","","","44:13","44:39","",""
"cbb",14,"an-old-fashioned-dinner",2440,"It's Frogs!","Andy Daly guesses 'Bullwinkle.'","Somebody guesses at the origin of the WYR theme","","44:35","44:53","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"And This is How We Play WYR","During WYR outro, everybody pitches in with what they thought the name of the game had been changed to.","","","50:00","50:12","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"And This is How We Play WYR","Scott appreciates Andy's (well, Bob's) question.","","","36:50","37:06","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"And This is How We Play WYR","Andy Dick nails a question about Long John Silver's.","","","41:32","41:57","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"And This is How We Play WYR","Scott is so effusive that Bob Odenkirk begins to question the name of the game itself.","","","47:41","47:59","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"Classic WYR Blunder: Premature Election","'We're not voting, Andy, goddamnit!","","","40:14","40:25","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"Classic WYR Blunder: Premature Election","Andy Dick out of the gates with a blunder, despite having claims to have heard the show.","","","36:10","36:21","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"Classic WYR Blunder: Premature Election","Andy Dick again with the blunder.","","","36:33","36:54","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"guest performs before they're announced","Andy Dick opines.","","",":33",":43","",""
"cbb",16,"bob-odenkirks-death-bed",2445,"Pants or Mustard?","The very first person to be confused about Jukebox Jury's scoring system was Scott himself.","","","55:10","55:32","",""
"cbb",160,"","","Where are you from?","Do young Italian men say 'Hey, Bub'?","a character detail is challenged or prompted","Del LaRue","1:00:33","1:01:04","",""
"cbb",160,"","","That Already Happened","Bear in mind it's May 28.","The verisimilitude of the show is referenced or challenged or completely destroyed.","Del LaRue","1:06:31","1:06:47","",""
"cbb",161,"","","Where are you from?","Heidecker has 'always thought' a good idea for a play would be 'The Wizard of Trek' despite having never seen 'The Wizard of Oz.'","a character detail is challenged or prompted","Don Dimello","1:03:05","1:03:33","",""
"cbb",161,"","","My Wife!","Everybody has a Borat.","","Barry R.","1:20:56","1:23:15","",""
"cbb",161,"","","My Wife!","Featuring Reggie Watts","","Barry R.","1:27:48","1:29:18","",""
"cbb",161,"","","My Wife!","Housekeeping!","","Barry R.","1:30:08","1:30:15","",""
"cbb",161,"","","Somebody Gets Emotional","Don Dimello coughs through the reality of orgies.","","Don Dimello","1:01:45","1:02:20","",""
"cbb",161,"","","Somebody Gets Emotional","Don Dimello gets upset when he's critisized for his business practices.","","Don Dimello","52:14","52:47","",""
"cbb",161,"","","Somebody Gets Emotional","Tim Heidecker is probably just jetlagged.","","","21:21","21:47","",""
"cbb",161,"","","What's going on with the Murphy Group?","Jeeeeesus!","Somebody does a Woody Allen","","26:46","27:32","",""
"cbb",161,"","","What's going on with the Murphy Group?","This Chinese Food is worse than Auschwitz.","Somebody does a Woody Allen","","26:22","26:36","",""
"cbb",162,"","","Where are you from?","Scott asks 'Why is Bro my weed dealer if I don't know anything about drugs?'","a character detail is challenged or prompted","Bro","18:27","18:47","",""
"cbb",162,"","","And I'll Get to Your Introduction in a Second","Andy Son-of-Samberg","","","2:01","2:17","",""
"cbb",162,"","","And I'll Get to Your Introduction in a Second","Andy Son-of-Samberg","","","7:04","7:11","",""
"cbb",162,"","","Classic WYR Blunder: Premature Election","Samberg would rather have the VCR hands.","","Bro","1:00:50","1:01:09","",""
"cbb",162,"","","Musical Guest...!","It's 'Saturday Night Pretaped!'","Someone, Scott usually, does a Don Pardo.","","9:00","9:14","",""
"cbb",162,"","","What's going on with the Murphy Group?","Woody Allen loves 'Entourage.'","Somebody does a Woody Allen","Bro","38:44","39:45","",""
"cbb",163,"","","Some asshole talks over the WYR theme.","Special dispensation.","","Mark Orlando, Carly, Tamara G","1:00:40","1:01:13","",""
"cbb",164,"","","And I'll Get to Your Introduction in a Second","Scott fields TV offers before he gets to Benny Schwaz.","","","4:30","4:36","",""
"cbb",164,"","","Batdance","Scott's costume at Comic Con.","Scott's favorite song.","","9:49","9:59","",""
"cbb",165,"","","Who Said It: Michael Jackson","Hee hee, shamone, Bubbles, Macaulay, Dah!, Gimme 'dem elephant bones, hoo-hoo, the way you make me feel, ho-oooooh!","A Michael Jackson quote appears in a game of 'Who Said It?'","Gwyneth Paltrow","1:08:01","1:08:15","",""
"cbb",166,"","","My Wife!","Scott has been with Harris' wife.","","","24:31","24:42","",""
"cbb",166,"","","Somebody Gets Emotional","Chelsea simply loses it.","","","1:12:34","1:13:34","",""
"cbb",166,"","","That Already Happened","Adam 'Scott' Scott asks what will become of the false start to the show.","The verisimilitude of the show is referenced or challenged or completely destroyed.","","1:23","1:42","",""
"cbb",167,"","","Classic WYR Blunder: Premature Election","Wompler chooses the beeps.","","Marissa Wompler","1:06:05","1:06:22","",""
"cbb",167,"","","Some asshole talks over the WYR theme.","Jerrod laughs during the WYR theme, retroactively loses WYR.","","Marissa Wompler","1:14:00","1:14:14","",""
"cbb",167,"","","Some asshole talks over the WYR theme.","Wompler is reminded of 'Game of Thrones'","","Marissa Wompler","59:42","1:00:15","",""
"cbb",168,"","","Classic WYR Blunder: Premature Election","You're looking at me, going 'I wanna vote.'","","Pope Benedict XVI","1:14:13","1:14:28","",""
"cbb",168,"","","Classic WYR Blunder: Premature Election","Even old friends cannot vote early.","","Pope Benedict XVI","1:12:25","1:12:42","",""
"cbb",168,"","","How Many are There?","What's a third kind of hat?","","Pope Benedict XVI","45:44","45:58","",""
"cbb",168,"","","Some asshole talks over the WYR theme.","Even the revered Bob Odenkirk fucks up the WYR theme.","","Pope Benedict XVI","1:08:07","1:08:25","",""
"cbb",169,"","","A Character is Addressed Using the Name of its Player","Back with Jay Chandrasekhar and PaulðððððððððððððððððððððððððððððAaaaaaahhhhhh! ðððððððððððððððððððððððððððððLynde","","Cake Boss","41:02","41:11","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Cake Boss (Cake Boss), were you ever A-guest?","","Cake Boss","42:17","42:26","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Nice to meet you, Cake Boss (Cake Boss).","","Cake Boss","1:18:00","1:18:11","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","You're from Jersey, your name is 'The Cake Boss.'","","Cake Boss","32:13","32:23","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","1 sec.","","Cake Boss","24:13","24:23","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","A little late on that follow-up.","","Cake Boss","1:00:06","1:00:17","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","And The Cake Boss will be there (Cake Boss).","","Cake Boss","1:16:28","1:16:39","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Cake Boss (Cake Boss) will make a special appearance on the West Coast.","","Cake Boss","1:15:12","1:15:22","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Cake Boss (Paul Lynde)","","Cake Boss","41:01","41:11","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Cake Boss has a question (Cake Boss)","","Cake Boss","58:42","58:52","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Cake Boss' Cake Stuff.","","Cake Boss","26:06","26:10","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Chandrasekhar taunts Cake Boss (Cake Boss)","","Cake Boss","57:58","58:03","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Comedy Bang! Bang! (Comedy Bang! Bang!)","","Cake Boss","40:48","41:00","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Me the Cake Boss (Cake Boss).","","Cake Boss","1:15:57","1:16:03","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","Scott Aukserman is on very thin icing.","","Cake Boss","24:23","24:52","",""
"cbb",169,"","","Cake Boss Cake Boss? Cake Boss?","You started at negative ten.","","Cake Boss","1:10:55","1:10:58","",""
"cbb",169,"","","I Have a Question.","Cake Boss has a question (Cake Boss)","Someone (usually Tompkins) is out of the gate fast on WYR.","Cake Boss","58:42","58:52","",""
"cbb",169,"","","Marrone!","Cake Boss' dearth of acting talent is what holds him back from being a truly great actor.","","Cake Boss","55:09","55:25","",""
"cbb",169,"","","Marrone!","Jay Chandrasekhar asks Cake Boss (Cake Boss!) if there's some kind of criminal element to his cake operation.","","Cake Boss","32:23","32:38","",""
"cbb",169,"","","Some asshole talks over the WYR theme.","Cake Boss wonders if they can talk during the theme. No.","","Cake Boss","56:05","56:16","",""
"cbb",169,"","","Who?","Cake Boss doesn't know Michael Jackson.","Someone (usually Tompkins) appears to not know this or that famous person.","Cake Boss","49:22","50:57","",""
"cbb",169,"","","Who?","Cake Boss doesn't recognize Scott's Paul Lynde","Someone (usually Tompkins) appears to not know this or that famous person.","Cake Boss","41:09","41:17","",""
"cbb",171,"","","Who Am I, Again?","David Eros' voice gets animated.","","David Eros","44:05","44:20","",""
"cbb",171,"","","Downtown Abbey","David Eros will only watch PBS.","somebody purposefully blows the pronunciation of Downton Abbey","","30:44","30:55","",""
"cbb",173,"","","Doppler Effect","Weinbach sells his new album with a train bell sfx.","","Werner Herzog","1:17:42","1:17:53","",""
"cbb",173,"","","I Have a Question.","Cake Boss has a question (Cake Boss)","Someone (usually Tompkins) is out of the gate fast on WYR.","Werner Herzog","1:00:36","1:00:48","",""
"cbb",173,"","","My Wife!","My web guys!","","Werner Herzog","1:20:42","1:20:54","",""
"cbb",173,"","","My Wife!","When Scott Jeffries and his daughter make club songs they'll sample things.","","Werner Herzog","1:18:32","1:18:47","",""
"cbb",174,"","","Who Am I, Again?","And you're Gil.","","","1:08:20","1:08:41","",""
"cbb",174,"","","Yes, And...","Lizz Caplan no, buts the premise that the show is taped at 5pm.","","","14:15","14:31","",""
"cbb",174,"","","Rerun at the Doobie Brothers Show","Taylor Hicks performed some Dubbie Brothers in Tampa.","Every comic on the planet has at least this one 'Good Times' reference.","","37:56","38:25","",""
"cbb",175,"","","Downtown Abbey","Mike the Janitor recounts one of the plots of Downton Abbey.","somebody purposefully blows the pronunciation of Downton Abbey","Andrew Lloyd Webber, Mike the Janitor","31:46","32:17","",""
"cbb",175,"","","I can hear every word you are saying.","Mike the Janitor can hear Scott and Justin wonder aloud about his identity.","","Andrew Lloyd Webber, Mike the Janitor","21:38","21:50","",""
"cbb",178,"","","My Wife!","Rob Corddry's bride.","","Jessica Wompler","1:13:11","1:13:28","",""
"cbb",178,"","","My Wife!","Rob Corddry's bride.","","Jessica Wompler","8:33","8:50","",""
"cbb",179,"","","Batdance","Scott would have auditioned with Batdance, performs a sample.","Scott's favorite song.","Scott Jeffries","18:18","20:15","",""
"cbb",18,"poppin-bottles",2448,"And This is How We Play WYR","Jerry Minor asks what Dick Cheney was eating.","","","34:35","34:50","",""
"cbb",18,"poppin-bottles",2448,"And This is How We Play WYR","Much praise for Brendon Walsh's assumption that his grandmother was also masturbating.","","","45:49","46:10","",""
"cbb",18,"poppin-bottles",2448,"And This is How We Play WYR","Scott appreciates Brendon Walsh's question about slut accompaniment.","","","36:13","36:33","",""
"cbb",18,"poppin-bottles",2448,"And This is How We Play WYR","Scott commends Walsh's question about sluts in jail.","","","41:00","41:25","",""
"cbb",18,"poppin-bottles",2448,"Classic WYR Blunder: Premature Election","","","","32:08","32:30","",""
"cbb",18,"poppin-bottles",2448,"Classic WYR Blunder: Premature Election","Brendon Walsh loses his mind and votes early.","","","32:30","32:51","",""
"cbb",18,"poppin-bottles",2448,"Scott Spells Out Obvious Data","Scott articulates what a vlog is.","","","56:07","56:17","",""
"cbb",19,"snl-reunion",2449,"And This is How We Play WYR","Newman counters with a question about the fiber content of floppy disks.","","","34:25","34:37","",""
"cbb",19,"snl-reunion",2449,"And This is How We Play WYR","Wilson comes out guns ablaze.","","","33:32","33:49","",""
"cbb",19,"snl-reunion",2449,"Classic WYR Blunder: You Didn't Ask the Question","Laraine Newman forgets she has a dog head.","","","46:34","47:02","",""
"cbb",19,"snl-reunion",2449,"Classic WYR Blunder: You Didn't Ask the Question","Nealon never asked if he could be told the date and understand it.","","","45:57","46:38","",""
"cbb",19,"snl-reunion",2449,"Scott Belabors the Layout of the Room","Casey Wilson gets tired of the layout rundown.","","","2:13","2:40","",""
"cbb",19,"snl-reunion",2449,"Scott's Unwelcome Straight Man","Scott calls out Nealon's mumbling gambit.","","","19:11","19:43","",""
"cbb",19,"snl-reunion",2449,"Some asshole talks over the WYR theme.","A studio full of showbiz noobs talk over the WYR theme.","","","31:57","32:14","",""
"cbb",2,"reggaeton-soundboard",2345,"Scott Asks an Inappropriately Personal Question","Scott asks Kevin Nealon for his home address","","","18:00","18:12","",""
"cbb",2,"reggaeton-soundboard",2345,"Scott Wishes We Could Get Into That","Scott claims to have never talked about 'what sort of Asian' Kulap is.","","","36:45","36:55","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Mary Lynn Rajskub builds on a question.","","","40:55","41:11","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Mary Lynn Rajskub gets three questions in a row.","","","42:00","42:11","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Mary Lynn Rajskub is contrite.","","","46:56","47:14","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Reggie asks if the rat with a syringe in its back is wearing a tuxedo.","","","48:00","48:11","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Reggie scores with 'Does it Hurt?'","","","38:56","39:50","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Reggie's caution is complimented by Scott.","","","47:42","47:57","",""
"cbb",20,"world-premiere-of-tangelo",2450,"And This is How We Play WYR","Rory Scovel intuits the presence of a hot nurse in one of the scenarios.","","","40:20","40:53","",""
"cbb",20,"world-premiere-of-tangelo",2450,"Classic WYR Blunder: A Second Question is Asked Before the First is Answered","Mary Lynn Rajskub butts in.","","","46:00","46:28","",""
"cbb",20,"world-premiere-of-tangelo",2450,"Classic WYR Blunder: The Floor is Closed","Scovel jumps in with a late question about how many times the rat bites.","","","48:20","48:43","",""
"cbb",20,"world-premiere-of-tangelo",2450,"Scott Does Math","Scott calculates Mary Lynn Rajskub's age after completing her 30-year stint in physical therapy.","","","40:10","40:20","",""
"cbb",21,"morning-becomes-oddly-racist",2451,"guest performs before they're announced","Hardwick jumps the gun, forces his own introduction.","","","2:35","3:10","",""
"cbb",23,"guest-host-paul-f-tompkins",2454,"guest performs before they're announced","Tig can be heard.","","","4:08","4:45","",""
"cbb",23,"guest-host-paul-f-tompkins",2454,"guest performs before they're announced","Weird Al startles Paul.","","","2:16","2:46","",""
"cbb",24,"no-such-thing-as-shirter",2455,"Yes, And...","Walsh returns a 'No, but...' to the premise that Aukerman is directing his movie.","","Harmony Korine","19:05","19:28","",""
"cbb",24,"no-such-thing-as-shirter",2455,"Where are you from?","Adomian breaks from Les Moonves (played by Philip Seymour Hoffman) to note that Swardson might be doing Don Imus rather than Brandon Tartikoff.","a character detail is challenged or prompted","Brandon Tartikoff, Les Moonves, Philip Seymour Hoffman, Don Imus","24:50","25:21","",""
"cbb",24,"no-such-thing-as-shirter",2455,"Where are you from?","The Honorable Greg Lincaster's accent seems to have changed.","a character detail is challenged or prompted","Borat","16:54","17:15","",""
"cbb",24,"no-such-thing-as-shirter",2455,"Where are you from?","Turns out everybody is named Greg Lincaster. Except for Borat.","a character detail is challenged or prompted","Borat","13:54","14:17","",""
"cbb",25,"were-down-for-whatewers",2456,"Someone Has to be Forced Into Their Bit","Brent Weinbach spins his wheels with rhetorical questions before his Craig's List bit.","","","52:19","52:56","",""
"cbb",251,"","","Classic WYR Blunder: Premature Election","Tamblyn can't contain herself, votes for the latter.","","","52:54","53:47","",""
"cbb",251,"","","Classic WYR Blunder: The Floor is Not Yet Open","During a rebuke for having voted early, Tamblyn asks, 'Why can't I?'","","","52:56","53:11","",""
"cbb",251,"","","Classic WYR Blunder: The Floor is Not Yet Open","During a rebuke for having voted early, Tamblyn questions the presentation of the rules by asking, 'Did You Say That?'","","","53:11","53:30","",""
"cbb",251,"","","Classic WYR Blunder: The Floor is Not Yet Open","Seconds after a previous Classic WYR Blunder, Todd again inquires: 'Are you just trying to be cutesy or does that, like, really count as a question?'","","","52:29","52:40","",""
"cbb",251,"","","Classic WYR Blunder: The Floor is Not Yet Open","Todd Glass' utter confusion leads him to ask the following question before the floor is open: 'That has to count as a question?!'","","","52:12","52:26","",""
"cbb",251,"","","guest performs before they're announced","Todd Glass interrupts the show, thought it was part of the show.","","","3:06","3:31","",""
"cbb",251,"","","My wife!","Scott can barely stop for it during a story about his actual wife.","","","1:11:00","1:11:02","",""
"cbb",251,"","","Some asshole talks over the WYR theme.","Todd Glass somehow forgets and Amber Tamblyn probably just doesn't know.","","","49:29","50:26","",""
"cbb",251,"","","The WYR Pile Needs Explaining","Scott explains the WYR Pile. Twice.","","","50:32","51:06","",""
"cbb",251,"","","WYR Rules Confuse Someone","Tamblyn and Glass are confounded.","","","50:26","51:33","",""
"cbb",252,"","","A Character's Premise is Explained or Questioned","","","Dr. Traygo","28:31","31:31","",""
"cbb",252,"","","It's Been","Leo Karpatze (Wiger) makes the mistake of recounting out loud how long it has been since his last appearance.","","Leo Karpatze","1:00:33","1:00:43","",""
"cbb",252,"","","Scott Asks an Inappropriately Personal Question","Scott asks Steven Yeun for his home address.","","","1:26:43","1:27:01","",""
"cbb",252,"","","Scott Asks an Inappropriately Personal Question","Scott asks Steven Yeun how much money he makes.","","","3:55","4:44","",""
"cbb",252,"","","Scott Asks an Inappropriately Personal Question","Scott asks Steven Yeun if he makes more money than his parents ever did.","","","18:06","18:48","",""
"cbb",252,"","","Someone Has to be Forced Into Their Bit","Dykula doesn't understand the joke Scott is wanting.","","Dykula","50:43","51:03","",""
"cbb",253,"","","A Character's Premise is Explained or Questioned","Scott posits that Bill Cosby Bukowski is better known for his Jelloems than his travels around the country in boxcars.","","Bill Cosby Bukowski","39:45","41:04","",""
"cbb",253,"","","And I'll Get to Your Introduction in a Second","Tim Heidecker evidently can't wait to drop his own name.","","","8:24","8:27","",""
"cbb",253,"","","Scott Does Math","Scott calculates when Tim Heidecker first discovered Guy Fieri.","","","21:42","22:03","",""
"cbb",253,"","","The WYR Pile Needs Explaining","Scott explains the WYR pile. Twice, somehow.","","","1:04:57","1:05:41","",""
"cbb",254,"","","guest performs before they're announced","Galifianakis intrudes on the show before his introduction. With a question, no less.","","","5:32","6:29","",""
"cbb",254,"","","Scott Does Math","Scott how many minutes fit on each side of a 90m cassette.","","","1:08:38","1:08:51","",""
"cbb",255,"","","Scott Does Math","Scott, Rob Delaney, and Michael Jackson calculate how many Wednesdays there are in each year.","","Michael Jackson","39:07","39:41","",""
"cbb",255,"","","Scott Does Math","Scott calculates an estimate of how many characters are in Rob Delaney's book.","","","15:20","15:52","",""
"cbb",255,"","","Scott Does Math","Scott calculates how long it took Rob Delaney to record his audio book","","","13:43","14:14","",""
"cbb",255,"","","Scott Does Math","Scott calculates the number of seconds in a minute. And quickly!","","","18:18","18:32","",""
"cbb",255,"","","Scott Does Math","Scott tries to pin down just how hard it was ðððððððððððððððððððððððððððððon a scale of children ððððððððððððððððð for Rob Delaney to write a book","","","14:49","15:01","",""
"cbb",255,"","","Would You Mind Removing Your Cans?","Michael Jackson somehow overhears Scott admit to Rob Delaney that he prefers Rob win WYR.","Somehow, somebody is able to overhear ppl talking privately.","Michael Jackson","1:09:29","1:10:11","",""
"cbb",256,"","","Goddammit, Engineer Blank.","Engineer Cody is visible bored.","","Jesse Ventura","1:17:05","1:17:45","",""
"cbb",256,"","","Cake Boss Cake Boss? Cake Boss?","Scott handles the repetition duties","Cake Boss must repeat -- I mean, of course -- but it can get out of hand","","21:18","21:25","",""
"cbb",256,"","","guest performs before they're announced","Brendon Small and Cameron Esposito both pipe up.","","","1:35","1:50","",""
"cbb",256,"","","Scott Does Math","Scott calculates the percentage of 'Put Your Hands Together' guests who are dead to Cameron Esposito.","","","8:35","8:47","",""
"cbb",256,"","","Scott Spells Out Obvious Data","Scott knows what CBS stands for.","","","15:04","15:11","",""
"cbb",256,"","","Too soon.","Engineer Cody is visible bored.","Someone uses, misuses, or riffs on 'too soon.'","Jesse Ventura","1:21:21","1:21:30","",""
"cbb",257,"","","Boo","Scott asks Richard Harrow if he is booing his own show.","Someone is confused about whether somebody else is haunting or heckling.","Richard Harrow","30:12","30:21","",""
"cbb",14,"an-old-fashioned-dinner","","Boo","Fred Armisen is bood by a ghost/fan.","Someone is confused about whether somebody else is haunting or heckling.","Richard Harrow","47:19","47:31","",""
"cbb",257,"","","Ghost Burgers","Richard Harrow eats ghost burgers in addition to ghost turkeys.","The ghost of a burger: a turd. Duh.","Richard Harrow","33:46","34:37","",""
"cbb",257,"","","How Many are There?","Scott confirms with Richard Harrow that there's one more as-yet unnamed member of Hell's rock 'n roll band.","","Richard Harrow","51:12","51:25","",""
"cbb",257,"","","How Many are There?","Scott wants Richard Harrow to remind him of all the different heavens.","","Richard Harrow","49:31","49:47","",""
"cbb",257,"","","Scott Does Math","Scott guesses some numbers between 2 and 1000.","","","6:30","6:50","",""
"cbb",257,"","","Scott Spells Out Obvious Data","Scott explicates HD.","","","1:01","1:14","",""
"cbb",257,"","","We'd better email this to ourselves","Richard Harrow suggests Will Forte include the MacGruber theme song as an attachment in his cold email to Kareem Abdul Jabbar, inviting him to the 'Nebraska' movie premiere.","Someone (us. Tompkins) recommends email as a solution.","Richard Harrow","1:04:25","1:04:43","",""
"cbb",257,"","","We'd better email this to ourselves","Scott notes that Richard Harrow seems fascinated with email attachments.","Someone (us. Tompkins) recommends email as a solution.","Richard Harrow, Texter","1:15:50","1:16:35","",""
"cbb",257,"","","Would You Mind Removing Your Cans?","Will Forte somehow can hear Scott whispering and Richard Harrow muttering.","Somehow, somebody is able to overhear ppl talking privately.","Richard Harrow","48:13","48:43","",""
"cbb",258,"","","Yes, And...","Jimmy Pardo is sorry, but he just can't 'yes, and...' Scott's theory about why Thanksgiving and Christmas are temporally linked","","","20:20","20:36","",""
"cbb",258,"","","Doppler Effect","Scott proposes a frequence-shifted train sfx for Cat Stevens.","","","1:12:09","1:12:19","",""
"cbb",258,"","","How Many are There?","You sleep in an Indian headdress once and they're thrashed.","","Bob Ducca","1:22:20","1:22:43","",""
"cbb",258,"","","Scott Belabors the Layout of the Room","Jimmy Pardo explains that Scott should be noon.","","","5:54","6:22","",""
"cbb",258,"","","Scott's Favorite Song","Batdance","","","16:34","17:25","",""
"cbb",259,"","","Yes, And...","DAG 'Yes, Ands' something and then agrees.","","Regina Crimp, Mr. G","1:16:28","1:16:43","",""
"cbb",259,"","","Yes, And...","Yes, and well, but maybe, though.","","Regina Crimp","11:56","12:17","",""
"cbb",259,"","","CBB's Open Door Policy","Mr. G is here *not* as a function of the CBB Open Door Policy.","","Regina Crimp, Mr. G","45:48","46:03","",""
"cbb",259,"","","Scott Asks an Inappropriately Personal Question","Scott would love to talk more about DAG's finances, just like what's going on currently.","","Regina Crimp","11:41","11:59","",""
"cbb",259,"","","Someone Has to be Forced Into Their Bit","Scott prompts Mr. G for any more details he might want to add about his yogurt shop's website","","Regina Crimp, Mr. G","1:03:19","1:03:26","",""
"cbb",259,"","","Texter","Scott cites Texter as a way to get famous by playing the titular character","","Regina Crimp","27:50","28:21","",""
"cbb",26,"what-do-you-say-to-your-dog",2477,"And This is How We Play WYR","Sarah kills it with quick questions.","","","37:48","38:05","",""
"cbb",26,"what-do-you-say-to-your-dog",2477,"Classic WYR Blunder: An Obvious Question is Asked","Andy Richter asks if the deer has the power of speech. Nota Bene -- he pleads his case and wins his points back.","","","44:52","45:12","",""
"cbb",26,"what-do-you-say-to-your-dog",2477,"Scott Asks an Inappropriately Personal Question","Scott asks Andy Richter for his home address.","","","23:29","23:45","",""
"cbb",26,"what-do-you-say-to-your-dog",2477,"Some asshole talks over the WYR theme.","Andy Richter asks if the deer has the power of speech. Nota Bene -- he pleads his case and wins his points back.","","","52:21","52:49","",""
"cbb",260,"","","Maybe It's Just Me, But For Me","Money is good because it pays for goods and services.","","Gino Lombardo","15:34","16:07","",""
"cbb",260,"","","guest performs before they're announced","Jon Wurster doesn't know Austin Powers.","","Gino Lombardo","1:39","2:18","",""
"cbb",260,"","","Who?","Intern Gino doesn't know who Paul McCartney is.","Someone (usually Tompkins) appears to not know this or that famous person.","Gino Lombardo, Victor Diamond, Tiny Diamond","1:10:45","1:10:54","",""
"cbb",261,"","","Maybe It's Just Me, But For Me","Holidays are best spent with family.","","","2:04","2:21","",""
"cbb",261,"","","Someone Has to be Forced Into Their Bit","Aaron Neville doesn't want to talk about Kwanzaa.","","Aaron Neville","1:02:23","1:03:27","",""
"cbb",261,"","","Wipeout!","Shelby Fero's family has a house.","Scott gets so excited he solos the melody from Wipeout. OR: Scott expresses his anger at the Wipeout snark.","","14:30","14:50","",""
"cbb",262,"","","Oh, boy.","Nickname, there's something.","","","14:09","14:12","",""
"cbb",262,"","","Oh, boy.","Dalton Wilcox barges in.","","Dalton Wilcox","31:26","31:28","",""
"cbb",262,"","","Oh, boy.","I'll give you a tip.","","","21:58","22:00","",""
"cbb",262,"","","Oh, boy.","Nick Lowe challenges Scott to do the math.","","","21:40","21:44","",""
"cbb",262,"","","Oh, boy.","Poetic catch phrase.","","","1:13","1:16","",""
"cbb",262,"","","Oh, boy.","Scott clears his calculator.","","","21:50","21:52","",""
