show,episode,slug_earwolf,id_wikia,url_soundcloud,name,desc,elucidation,tags,tstart,tend,location_type,location_id
cbb,46,curb-your-suicide-attempts,2544,,Where are you from?,Scott asks Ice T to remember his father's rap name.,a character detail is challenged or prompted,Ice T,37:13,37:39,,
cbb,46,curb-your-suicide-attempts,2544,,Where are you from?,Scott is so worried Ben Alterman won't admit to rubbing semen all over his face that he asks point blank.,a character detail is challenged or prompted,Ben Alterman,1:13:35,1:14:01,,
cbb,46,curb-your-suicide-attempts,2544,,Where are you from?,Scott seems to have forgotten the name of Ben Alterman's daughter.,a character detail is challenged or prompted,Ben Alterman,1:05:37,1:06:07,,
cbb,46,curb-your-suicide-attempts,2544,,Where are you from?,Scott wonders what the name of Ben Alterman's granddaughter was and Ben knows.,a character detail is challenged or prompted,Ben Alterman,1:04:22,1:04:33,,
cbb,46,curb-your-suicide-attempts,2544,,guest performs before they're announced,"Jeff Garlin hears a great joke, can't not participate.",,Ben Alterman,1:07:39,1:08:27,,
cbb,46,curb-your-suicide-attempts,2544,,Have We Discussed this Already?,Scott seems to already know how Ice T burrowed into the studio.,"Enough Yes, Ands... and it starts to seem like the topic has been covered already.",Ice T,5:41,5:56,,
cbb,46,curb-your-suicide-attempts,2544,,Ice T Fouls Himself,Ice T Causes Crib Death.,Ice T's new venture is dead in the water.,Ice T,27:24,29:09,,
cbb,46,curb-your-suicide-attempts,2544,,Scott Asks an Inappropriately Personal Question,Scott resurrects his most inappropriate question for Ben Stiller.,,,34:57,35:34,,
cbb,47,happy-chap,2545,,"Goddammit, Engineer Blank.",Engineer Stuart exonerates himself after a harsh rebuke from Scott.,,Barry R.,1:07:19,1:09:12,,
cbb,47,happy-chap,2545,,"Goddammit, Engineer Blank.",Engineer Stuart wasn't ready for stuff like this.,,Barry R.,1:05:11,1:05:24,,
cbb,47,happy-chap,2545,,"Goddammit, Engineer Blank.",Last chance of the day for Engineer Stuart and he blows it.,,Barry R.,1:13:18,1:13:34,,
cbb,47,happy-chap,2545,,"Yes, And...",Scott ices Greg Proops' prompt for an impression of The Love Guru's Beavis and Butthead impression.,,Barry R.,1:00:50,1:01:03,,
cbb,47,happy-chap,2545,,And This is How We Play WYR,"Barry R nails his question about whether the tsunami started by a failure to do an Austin Powers impression could be, in turn, stemmed by a Borat impression.",,Barry R.,59:00,59:26,,
cbb,47,happy-chap,2545,,And This is How We Play WYR,Greg Proops redeems himself by rephrasing his question about Scott's Austin Powers impression.,,Barry R.,57:40,57:50,,
cbb,47,happy-chap,2545,,Classic WYR Blunder: A Question is Simply Too Stupid,"Greg Proops has been briefed, but still asks Scott how *his* Austin Powers impression would go.",,Barry R.,57:28,57:50,,
cbb,47,happy-chap,2545,,My Wife!,My Wife! as an example of how to stop a tsunami.,,Barry R.,59:11,59:26,,
cbb,47,happy-chap,2545,,Some asshole talks over the WYR theme.,Scott prompts commentary then shuts it down.,,Barry R.,54:21,54:44,,
cbb,47,happy-chap,2545,,Too soon.,Greg Proops has a 'Too Soon' joke in his quiver and a history of abusing it correctly.,"Someone uses, misuses, or riffs on 'too soon.'",Barry R.,1:06:47,1:07:19,,
cbb,48,in-the-thicke-of-the-night,2596,,Where are you from?,J. Montgomery Scott's Alan Thicke trivia gets foggy.,a character detail is challenged or prompted,"Borat,J. Montgomery Scott,Alan Thicke",20:34,20:57,,
cbb,49,family-counseling,2603,,"Goddammit, Engineer Blank.","Always have a backup, Engineer Stu.",,,1:03:01,1:03:31,,
cbb,49,family-counseling,2603,,"Goddammit, Engineer Blank.",Engineer Stu can't even break into the conversation right.,,"James McDowell, Cathy McDowell",1:07:07,1:07:27,,
cbb,49,family-counseling,2603,,Scott Wishes We Could Get Into That,Scott intends to one day talk about how Adam Scott lived in Old Town,,,43:39,43:53,,
cbb,49,family-counseling,2603,,"Goddammit, Engineer Blank.",Scott blames Engineer Stu for the failure of Jukebox Jury.,,"James McDowell, Cathy McDowell",1:06:01,1:06:51,,
cbb,50,a-thrilling-hour-or-so,2609,,"Goddammit, Engineer Blank.",Scott is still displeased with Stu's preparation for Jukebox Jury.,,,52:21,53:00,,
cbb,50,a-thrilling-hour-or-so,2609,,"Yes, And...","Scott isn't sure if his blue shirt is too small, so it's a Yes, And...",,Michael Crappaport,34:58,35:15,,
cbb,50,a-thrilling-hour-or-so,2609,,Scott Asks an Inappropriately Personal Question,Scott asks Harry Houdini how much he pulls down in a year.,,Harry Houdini,17:14,17:22,,
cbb,51.1,one-year-anniversary-party,2617,,The Good One Robot,Tig's Garfunkel & Oates,,"Garfunkel & Oates, Taylor Dayne",16:08,16:27,,
cbb,51.1,one-year-anniversary-party,2617,,The Good One Robot,Taylor Dayne's biggest fan.,,,17:05,17:20,,
cbb,51.1,one-year-anniversary-party,2617,,The Good One Robot,Good one.,,,3:26,3:46,,
cbb,51.1,one-year-anniversary-party,2617,,How Many are There?,Scott wants to know where else Huell Howser and Jesse Ventura have been in California. Ventura shuts him down.,,"Huell Howser, Jesse Ventura",47:07,48:07,,
cbb,51.1,one-year-anniversary-party,2617,,Scott Does Math,Scott calculates a half dozen.,,John C. Reilly,22:28,22:54,,
cbb,51.1,one-year-anniversary-party,2617,,Topping Hat,'I have a slingshut.',Dame Sir ALW speaks in the Queen's English.,Andrew Lloyd Weber,30:28,30:38,,
cbb,51.1,one-year-anniversary-party,2617,,Topping Hat,Scottrick,Dame Sir ALW speaks in the Queen's English.,Andrew Lloyd Weber,32:07,32:14,,
cbb,73,featuring-betty-white,2717,,Jelloem,'I wish I had Titties',Bill Cosby Bukowski reads a Jelloem,Bill Cosby Bukowski,21:30,22:22,,
cbb,73,featuring-betty-white,2717,,Jelloem,'Who\'s the Most Fuckable Huxtable?',Bill Cosby Bukowski reads a Jelloem,"Bill Cosby Bukowski, The Huxtables",23:07,22:22,,
cbb,73,featuring-betty-white,2717,,Jelloem,"Oh Shit, Fat Albert Just Did a Shit-Ton of Heroin on My Floor'",Bill Cosby Bukowski reads a Jelloem,"Bill Cosby Bukowski, The Huxtables, Fat Albert",28:03,29:37,,
cbb,51.1,one-year-anniversary-party,2617,,Shut the Fuck Up!,John C. Reilly needs the floor.,Someone simply wants everyone else to shut the fuck up.,John C. Reilly,22:54,23:04,,
cbb,51.2,the-partys-still-raging,2618,,A Character is Addressed Using the Name of its Player,"Scott calls on Chupacabra, but Chupa ain't around.",,Bobby Bottleservice,1:09:48,1:09:56,,
cbb,51.2,the-partys-still-raging,2618,,Classic WYR Blunder: Premature Election,Bob Ducca is sold on the nipple vent.,,Bob Ducca,59:45,59:58,,
cbb,52,introducing-the-japan-dogs,2619,,Scott Does Math,Scott calculates the number of hours in seven days.,,,27:39,27:51,,
cbb,52,introducing-the-japan-dogs,2619,,Some asshole talks over the WYR theme.,Harris and Sarah ruminate aloud about whether the length of the WYR theme is a joke.,,,49:04,49:23,,
cbb,53,a-cover-of-a-parody,2627,,"Goddammit, Engineer Blank.",Engineer Stu is a little sloppy with the Twitter theme.,,,41:18,41:32,,
cbb,53,a-cover-of-a-parody,2627,,"Yes, And...","Weird Al is gonna 'Yes, And..' that 'Kazakhstani' is a language.",,,1:03:25,1:03:37,,
cbb,53,a-cover-of-a-parody,2627,,And This is How We Play WYR,Scott summarizes Weird Al's textbook WYR gameplay.,,,1:09:55,1:10:10,,
cbb,53,a-cover-of-a-parody,2627,,And This is How We Play WYR,Weird Al cuts in without being aggressive.,,,58:59,59:12,,
cbb,53,a-cover-of-a-parody,2627,,And This is How We Play WYR,Weird Al is in early with a question 87 years in the making.,,,57:13,57:38,,
cbb,53,a-cover-of-a-parody,2627,,Scott Asks an Inappropriately Personal Question,Scott wants to know -- seriously -- how much money Weird Al makes.,,,40:25,40:58,,
cbb,53,a-cover-of-a-parody,2627,,Some asshole talks over the WYR theme.,Someone plays a xylophone over the WYR theme.,,,1:11:00,1:11:05,,
cbb,53,a-cover-of-a-parody,2627,,Some asshole talks over the WYR theme.,Weird Al chuckles.,,,1:10:47,1:10:58,,
cbb,53,a-cover-of-a-parody,2627,,The Most Popular Feature of CBB.,Scott works hard and it saddens him to know that ppl are skipping to the plugs.,Scott has to explain how legimately popular the plugs are.,,1:12:13,1:13:18,,
cbb,54,the-wacky-ding-dongs,2628,,"Goddammit, Engineer Blank.","Engineer Stu gets a little expository about the plug theme submission, then misses the cue.",,,1:07:26,1:07:54,,
cbb,54,the-wacky-ding-dongs,2628,,CBB's Open Door Policy,Scott blames CBB's Open Door policy on The Birthday Boys' raid of the studio.,,,46:36,46:43,,
cbb,55,go-rent-delgo,2632,,"Goddammit, Engineer Blank.",Engineer Stu got rid of the plugs theme.,,Bob Ducca,57:54,58:12,,
cbb,55,go-rent-delgo,2632,,Too soon.,Scott gets a Too Soon from a 9-11 one-off.,"Someone uses, misuses, or riffs on 'too soon.'",Bob Ducca,25:38,25:53,,
cbb,56,is-dave-foley-here,2637,,Cake Boss Cake Boss? Cake Boss?,Cake Earth!,"Cake Boss must repeat -- I mean, of course -- but it can get out of hand",Cake Boss,50:14,50:19,,
cbb,56,is-dave-foley-here,2637,,guest performs before they're announced,Dave Higgins *again* angers The Choctaw by speaking before he's announced.,,,1:23,1:31,,
cbb,56,is-dave-foley-here,2637,,guest performs before they're announced,Dave Higgins angers The Choctaw by speaking before he's announced.,,,1:00,1:10,,
cbb,56,is-dave-foley-here,2637,,Shut the Fuck Up!,Cake Boss (Cake Boss) and Dave Higgins won't shut the fuck up for a second.,Someone simply wants everyone else to shut the fuck up.,Cake Boss,35:05,35:14,,
cbb,56,is-dave-foley-here,2637,,The Most Popular Feature of CBB.,Scott resents ppl tuning in only for plugs.,Scott has to explain how legimately popular the plugs are.,Cake Boss,1:06:09,1:07:00,,
cbb,56,is-dave-foley-here,2637,,Who?,Werner doesn't immediately recognize Zach.,Someone (usually Tompkins) appears to not know this or that famous person.,Cake Boss,1:02:50,1:02:58,,
cbb,57,a-buttery-juicy-episode,2639,a-buttery-juicy-episode,Where are you from?,Posehn is surprised to learn that Scott has been on Merrill Shindler's show bc it seems like they're meeting for the first time right now.,a character detail is challenged or prompted,Merrill Shindler,16:28,16:48,,
cbb,57,a-buttery-juicy-episode,2639,a-buttery-juicy-episode,Where are you from?,Posehn stops puking from Shindler's pork feet long enough to reiterate that he's surprised to learn this is not the first meeting between Scott and Merrill.,a character detail is challenged or prompted,Merrill Shindler,38:42,39:27,,
cbb,57,a-buttery-juicy-episode,2639,a-buttery-juicy-episode,Scott's Seafood Diet,Posehn keeps laughing too early at Scott's diet.,Scott has a 'Seafood Diet' joke that often gets trampled.,Merrill Shindler,16:50,17:31,,
cbb,57,a-buttery-juicy-episode,2639,a-buttery-juicy-episode,Someone Has to be Forced Into Their Bit,Merrill just wants to keep talking rather than launch the flashback scene.,,Merrill Shindler,39:24,40:00,,
cbb,57,a-buttery-juicy-episode,2639,a-buttery-juicy-episode,The Most Popular Feature of CBB.,Scott welcomes back everybody who skipped to the plugs.,Scott has to explain how legimately popular the plugs are.,Merrill Shindler,1:00:37,1:00:51,,
cbb,58,i-want-it-that-way,2641,,"Goddammit, Engineer Blank.",Back-handed compliment to Engineer Stu.,,,47:30,47:47,,
cbb,58,i-want-it-that-way,2641,,And This is How We Play WYR,Scott knee-jerks to WYR when he commends a great question from Steel Panther.,,,56:55,57:05,,
cbb,58,i-want-it-that-way,2641,,Scott Spells Out Obvious Data,Scott knows what A&R stands for.,,,1:05:06,1:05:17,,
cbb,59,free-subarus-for-moms,2642,,CBB's Open Door Policy,,,August Lindt,18:01,18:16,,
cbb,59,free-subarus-for-moms,2642,,Classic WYR Blunder: Premature Election,,,August Lindt,56:53,57:08,,
cbb,59,free-subarus-for-moms,2642,,Shut the Fuck Up!,,Someone simply wants everyone else to shut the fuck up.,,9:55,10:05,,
cbb,59,free-subarus-for-moms,2642,,Shut the Fuck Up!,,Someone simply wants everyone else to shut the fuck up.,August Lindt,1:10:28,1:10:39,,
cbb,59,free-subarus-for-moms,2642,,Some asshole talks over the WYR theme.,,,August Lindt,54:47,54:56,,
cbb,6,doing-laundry-with-sarah,2373,,CBB's Open Door Policy,"Scott explains how his 'good friend, Mr. Billy Crystal, has entered the studio.'",,Billy Crystal,29:53,30:03,,
cbb,6,doing-laundry-with-sarah,2373,,CBB's Open Door Policy,Scott explains how Rapzilla was able to simply appear and then disappear for Dragon Boy Suede's performance.,,Dragon Boy Suede,22:44,22:57,,
cbb,6,doing-laundry-with-sarah,2373,,CBB's Open Door Policy,Scott posits that Dragon Boy Suede's posse also sports an open door policy.,,,51:21,51:33,,
cbb,6,doing-laundry-with-sarah,2373,,Possibly Hundreds,"When challenged by a fiery Billy Crystal, Scott admits that 'possibly hundreds' of people listen to CBB.",,Billy Crystal,36:27,36:44,,
cbb,6,doing-laundry-with-sarah,2373,,Somebody's Characters Cross-Pollinate,Scott notes that both James Gandolfini (Gelman) and Billy Crystal (Gelman) referenced Osama Bin Laden,,James Gandolfini,37:14,37:31,,
cbb,6,doing-laundry-with-sarah,2373,,Someone Has to be Forced Into Their Bit,Scott has trouble leading Howard Kremer into his cell phone bit.,,,24:20,25:16,poly,57
cbb,6,doing-laundry-with-sarah,2373,,Location,Billy Crystal met Raul the batboy at Yankee Stadium,Identifiable earth location.,Billy Crystal,33:52,35:23,,
cbb,6,doing-laundry-with-sarah,2373,,Someone's Segue Gets Called Out,Scott's surprised at how quickly James Gandolfini transitions to his next complaint,,James Gandolfini,13:22,13:36,,
cbb,60,now-hiring-interns,2643,,Garfield,,"Someone makes a Garfield reference. What, it happens a lot.",Marissa Wompler,21:15,21:34,,
cbb,60,now-hiring-interns,2643,,The Most Popular Feature of CBB.,,Scott has to explain how legimately popular the plugs are.,Marissa Wompler,59:24,1:00:00,,
cbb,61,palin-2012,2644,,The Most Popular Feature of CBB.,,Scott has to explain how legimately popular the plugs are.,,1:06:44,1:06:56,,
cbb,62,serious-or-sarcastic,2645,,Where are you from?,,a character detail is challenged or prompted,Bennett Stephens,1:04:27,1:05:00,,
cbb,62,serious-or-sarcastic,2645,,Where are you from?,,a character detail is challenged or prompted,Danny Glover,39:33,39:55,,
cbb,62,serious-or-sarcastic,2645,,Where are you from?,,a character detail is challenged or prompted,Danny Glover,39:55,40:14,,
cbb,62,serious-or-sarcastic,2645,,Where are you from?,,a character detail is challenged or prompted,Danny Glover,41:00,41:10,,
cbb,62,serious-or-sarcastic,2645,,Somebody's Characters Cross-Pollinate,,,Danny Glover,47:22,47:55,,
cbb,62,serious-or-sarcastic,2645,,The Most Popular Feature of CBB.,,Scott has to explain how legimately popular the plugs are.,Bennett Stephens,1:11:27,1:11:47,,
cbb,63,harrys-world-mad-men,2676,,CBB's Open Door Policy,,,Jerald Tibbons,21:32,21:44,,
cbb,63,harrys-world-mad-men,2676,,Classic WYR Blunder: Asking if You Can Not Do Whatever the Scenario Is.,,,Jerald Tibbons,53:25,53:42,,
cbb,63,harrys-world-mad-men,2676,,Classic WYR Blunder: Premature Election,,,Jerald Tibbons,47:51,48:08,,
cbb,64,harrison-ford-approved,2677,,Scott Does Math,>3=4,,Merrill Shindler,2:44,3:00,,
cbb,65,welcome-to-earwolf,2382,,Ducca List,"Bob's father whisks his mother away: cement saws, walrus winches, flatbed trucks.",Bob Ducca lists something.,Bob Ducca,51:06,51:20,,
cbb,65,welcome-to-earwolf,2382,,Ducca List,"Bob's mother's steady diet: evaporated milk, rotten grapefruit, unlit cigarettes, a tart, easter bonnets.",Bob Ducca lists something.,Bob Ducca,50:12,50:51,,
cbb,65,welcome-to-earwolf,2382,,Huh?,Bob can't quite hear Scott remind him that something is wrong with his nose.,Bob Ducca's Catchphrase,Bob Ducca,30:50,30:53,,
cbb,65,welcome-to-earwolf,2382,,Huh?,Bob can't quite hear The Sklars' reference to Jesus Christ.,Bob Ducca's Catchphrase,Bob Ducca,37:22,37:24,,
cbb,66.2,cool-whip-play-challenge,2695,,Classic WYR Blunder: Premature Election,"Bob's father whisks his mother away: cement saws, walrus winches, flatbed trucks.",,,32:05,32:24,,
cbb,67,what-happens-in-vegas,2697,,A Tompkins Character is Eager to Play WYR,"Buddy Valastro is in very early, proving himself a model player.",,Cake Boss,48:27,49:13,,
cbb,67,what-happens-in-vegas,2697,,And This is How We Play WYR,Buddy Valastro receives high praise for his strategy.,,Cake Boss,48:32,49:13,,
cbb,67,what-happens-in-vegas,2697,,Cake Boss Cake Boss? Cake Boss?,"Cake Boss Cake Bosses WYR again, explains 'It's because you're saying ""you"".'.","Cake Boss must repeat -- I mean, of course -- but it can get out of hand",Cake Boss,47:03,47:12,,
cbb,67,what-happens-in-vegas,2697,,Cake Boss Cake Boss? Cake Boss?,'That's just how I talk!',"Cake Boss must repeat -- I mean, of course -- but it can get out of hand",Cake Boss,46:07,46:28,,
cbb,67,what-happens-in-vegas,2697,,Cake Boss Cake Boss? Cake Boss?,Cake Boss Cake Bosses WYR.,"Cake Boss must repeat -- I mean, of course -- but it can get out of hand",Cake Boss,46:37,46:41,,
cbb,67,what-happens-in-vegas,2697,,Cake Boss Cake Boss? Cake Boss?,Cake Boss in just under the throw,"Cake Boss must repeat -- I mean, of course -- but it can get out of hand",Cake Boss,43:58,44:05,,
cbb,67,what-happens-in-vegas,2697,,Scott Spells Out Obvious Data,Scott deconstructs the phrase 'two way street.',,Cake Boss,38:33,38:48,,
cbb,67,what-happens-in-vegas,2697,,The Most Popular Feature of CBB.,"Lake Bell wouldn't understand, but here's why it bothers Scott so much that people skip ahead to Plugs.",Scott has to explain how legimately popular the plugs are.,Cake Boss,1:04:32,1:05:17,,
cbb,68,live-from-la-its-comedy-bang-bang,2703,,"Goddammit, Engineer Blank.","Engineer Joe, The Sequel's phone goes off.",,,1:48,2:15,,
cbb,68,live-from-la-its-comedy-bang-bang,2703,,Classic WYR Blunder: A Second Question is Asked Before the First is Answered,Howard interrupts Scott's answer. Points off.,,,53:38,54:14,,
cbb,68,live-from-la-its-comedy-bang-bang,2703,,It's Been,Inaugural CBB It's Been,,,30:56,31:14,,
cbb,7,double-co-hosts,2168,,"Who Am I, Again?",It dawns on Jerry Jimson that his sister's brother would also be *his* brother.,,Jerry Jimson,35:41,36:27,,
cbb,7,double-co-hosts,2168,,"Who Am I, Again?",Scott and Paul Rust both have trouble recalling Jerry Jimson's name.,,Jerry Jimson,35:21,35:40,,
cbb,70,rock-n-roll-dreams,2710,rock-n-roll-dreams,"Yes, And...","Scott gets a Yes, And from 'Mort Brainwash.'",,Mr. Brainwash,31:14,31:42,,
cbb,70,rock-n-roll-dreams,2710,rock-n-roll-dreams,Scott Spells Out Obvious Data,Scott knows what SCTV stands for.,,,10:10,10:17,,
cbb,70,rock-n-roll-dreams,2710,rock-n-roll-dreams,Who?,Jon Wurster doesn't know Austin Powers.,Someone (usually Tompkins) appears to not know this or that famous person.,Mr. Brainwash,1:25:39,1:25:47,,
cbb,71,comedy-death-scott,2713,,"Yes, And...",J. Montgomery Scott was not in the dog suit.,,J. Montgomery Scott,59:37,59:54,,
cbb,72,history-in-the-making,2715,,Rerun at the Doobie Brothers Show,Scott was a little like Rerun when he recorded his first meeting with Janeane Garofalo.,Every comic on the planet has at least this one 'Good Times' reference.,,42:00,42:20,,
cbb,72,history-in-the-making,2715,,Scott Asks an Inappropriately Personal Question,Scott asks Andy Dick about the famous women he has slept with.,,,4:50,5:01,,
cbb,73,featuring-betty-white,2717,,A Character's Premise is Explained or Questioned,Scott is confused what Bill Cosby Bukowski is.,,Bill Cosby Bukowski,26:30,27:13,,
cbb,73,featuring-betty-white,2717,,Classic WYR Blunder: A Second Question is Asked Before the First is Answered,Nick Swardson steps all over Scott's answer to Bill Cosby Bukowski.,,"Bill Cosby Bukowski, Betty White",1:04:40,1:05:21,,
cbb,73,featuring-betty-white,2717,,My Wife!,It's how Nick Swardson knows Kulap.,,"Bill Cosby Bukowski, Betty White",36:55,37:06,,
cbb,74,introducing-rocky,2718,,"Yes, And...",Patrick McMahon is obligated to recite a limerick.,,Patrick McMahon,1:09:10,1:09:30,,
cbb,74,introducing-rocky,2718,,"Yes, And...",Patrick McMahon turns the tables on Jason Mantzoukas.,,Patrick McMahon,1:09:40,1:10:53,,
cbb,74,introducing-rocky,2718,,Boo,Jason Mantzoukas disapproves of Scott's limerickccident pun.,Someone is confused about whether somebody else is haunting or heckling.,Patrick McMahon,1:14:21,1:14:36,,
cbb,76.1,can-he-sing-jeremy-piven,2722,,How Many are There?,Scott asks Dame Sir ALW to list some of the cats he likes.,,Andrew Lloyd Weber,1:06:26,1:06:50,,
cbb,76.1,can-he-sing-jeremy-piven,2722,,Jeremy Piven,"We have another song from, uh, Jeremy Piven.",Jeremy Piven is referenced.,Andrew Lloyd Weber,1:08:55,1:09:14,,
cbb,76.1,can-he-sing-jeremy-piven,2722,,Jeremy Piven,Can he sing 'Jeremy Piven'?,Jeremy Piven is referenced.,Andrew Lloyd Weber,1:07:59,1:08:53,,
cbb,76.1,can-he-sing-jeremy-piven,2722,,Shut the Fuck Up!,Dame Sir Webber and Scott both want Zach to stfu.,Someone simply wants everyone else to shut the fuck up.,Andrew Lloyd Weber,47:51,47:59,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,Jeremy Piven,What Am I Thinking Gets Pivenized,Jeremy Piven is referenced.,Andrew Lloyd Weber,2:22,3:02,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,"5, 4, 3, nose, 1","DSALW is encouraged to not ask any more questions about sneezing twice in a row, rather just accept the order of things.",The CBB countdown.,Andrew Lloyd Weber,43:48,44:12,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,"5, 4, 3, nose, 1","DSALW votes, citing a reason that includes the countdown.",The CBB countdown.,Andrew Lloyd Weber,48:10,48:35,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,"5, 4, 3, nose, 1",Inaugural.,The CBB countdown.,Andrew Lloyd Weber,43:08,43:25,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,"5, 4, 3, nose, 1",Throw to Dillon Campbell requires a countdown with which we are all familiar.,The CBB countdown.,Andrew Lloyd Webber,57:54,58:10,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,"5, 4, 3, nose, 1",Zach wants a reminder.,The CBB countdown.,Andrew Lloyd Weber,44:44,45:01,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,A Tompkins Character is Eager to Play WYR,DSALW groans his way into WYR.,,Andrew Lloyd Weber,41:59,42:09,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,Classic WYR Blunder: Premature Election,"That's a statement, motherfucker.",,Andrew Lloyd Weber,33:50,34:04,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,Jeremy Piven,I am a phantom and a cat on a train on skates...played by Jeremy Piven.,Jeremy Piven is referenced.,Andrew Lloyd Weber,28:15,29:08,,
cbb,76.2,dont-cry-rolling-skate-train,2724,,Jeremy Piven,That sounded like Pearljam.,Jeremy Piven is referenced.,Andrew Lloyd Weber,49:08,49:28,,
cbb,78,poundin-puss-in-heaven,2729,,"5, 4, 3, nose, 1",Used to countdown the WAIT countdown.,The CBB countdown.,Rhe Holner,53:42,53:51,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott asks for that phone number one last time.,a character detail is challenged or prompted,Rhe Holner,46:23,47:08,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott asks Pastor Holner how old he is. No dice.,a character detail is challenged or prompted,Rhe Holner,1:04:27,1:04:52,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott asks Pastor Holner in which year he was born. The pastor doesn't come right out with it.,a character detail is challenged or prompted,Rhe Holner,1:05:47,1:06:14,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott asks Pastor Holner to recall the first time he saw The Beatles.,a character detail is challenged or prompted,Rhe Holner,1:06:15,1:06:42,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott asks Pastor Holner to recall the name of his church one more time. No dice.,a character detail is challenged or prompted,Rhe Holner,1:01:51,1:02:15,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott fills in some details about the publishing industry and St. Peter's ledger of humans.,a character detail is challenged or prompted,Rhe Holner,37:03,37:50,,
cbb,78,poundin-puss-in-heaven,2729,,Where are you from?,Scott simply wants to know the name of Pastor Holner's church. No dice.,a character detail is challenged or prompted,Rhe Holner,30:18,30:42,,
cbb,78,poundin-puss-in-heaven,2729,,Classic What Am I Thinking? Blunder,Doug Benson isn't taking the game seriously.,kind of the *only* WAIT blunder -- a player hesitates to answer,Rhe Holner,52:46,53:01,,
cbb,79,whod-fuck-tom-brady,2732,whod-fuck-tom-brady,"5, 4, 3, nose, 1",Scott counts down to a song.,The CBB countdown.,Claire Woodruff,1:03:00,1:03:10,,
cbb,79,whod-fuck-tom-brady,2732,whod-fuck-tom-brady,CBB's Open Door Policy,The Open Door Policy is not to blame for Claire Woodruff's presence.,,Claire Woodruff,2:07,2:24,,
cbb,79,whod-fuck-tom-brady,2732,whod-fuck-tom-brady,The Most Popular Feature of CBB.,Scott counts down to a song.,Scott has to explain how legimately popular the plugs are.,Claire Woodruff,1:20:52,1:21:52,,
cbb,8,the-new-doctor-demento,2375,,Scott Asks an Inappropriately Personal Question,Scott asks Weird Al for Ray Manzarek's home address,,Ray Manzarek,21:03,21:17,,
cbb,8,the-new-doctor-demento,2375,,Scott Does Math,Scott calculates a month.,,,54:59,55:10,point,11
cbb,8,the-new-doctor-demento,2375,,Location,Weird Al tells the story of recording 'My Bologna' in a bathroom at Cal Poly San Luis Obispo,Identifiable earth location.,,6:13,7:05,,
cbb,8,the-new-doctor-demento,2375,,Someone's Segue Gets Called Out,Jim Pipe launches into 'some comedy jokes.',,Jim Pipe,14:37,14:58,,
cbb,80,enigma-force-five-reunion,2442,,"Hey, Bros!","Play the blues, bros!",,Gerald,5:18,5:37,,
cbb,80,enigma-force-five-reunion,2442,,"Hey, Bros!",,,"Ice T, Jesse Ventura",1:04:32,1:05:05,,
cbb,80,enigma-force-five-reunion,2442,,"Hey, Bros!",Inaugural Hey Bros from Gerald.,,Gerald,2:40,3:00,,
cbb,80,enigma-force-five-reunion,2442,,Where are you from?,Scott wonders how old Adam Scott's new character is.,a character detail is challenged or prompted,Gerald,3:00,3:22,,
cbb,80,enigma-force-five-reunion,2442,,Where are you from?,Scott wonders where Ice T grew up.,a character detail is challenged or prompted,"Ice T, Jesse Ventura",39:00,39:07,,
cbb,80,enigma-force-five-reunion,2442,,Batdance,A Batman song reference that isn't Batdance.,Scott's favorite song.,Gerald,5:50,6:05,,
cbb,80,enigma-force-five-reunion,2442,,Who?,,Someone (usually Tompkins) appears to not know this or that famous person.,"Ice T, Jesse Ventura",1:18:35,1:18:48,,
cbb,81,todd-barry-vs-borders,2735,,A Character is Addressed Using the Name of its Player,Neil before Zod.,,"Dr. Nathan Morrow, Leo Carnell",1:06:32,1:06:46,,
cbb,81,todd-barry-vs-borders,2735,,Scott Asks an Inappropriately Personal Question,Scott asks Todd Barry how much money he makes.,,,10:17,10:56,,
cbb,81,todd-barry-vs-borders,2735,,Shut the Fuck Up!,Chatter over the plugs theme?,Someone simply wants everyone else to shut the fuck up.,"Dr. Nathan Morrow, Leo Carnell",1:20:50,1:20:54,,
cbb,82,dammit-that-was-a-hot-jam,2737,,Classic WYR Blunder: Premature Election,"Barry R. reels in horror at having thousands of little Jamaican hairs on his head (or something), votes early as a result.",,"Barry R., Cyber Thug",1:14:08,1:14:18,,
cbb,82,dammit-that-was-a-hot-jam,2737,,Classic WYR Blunder: Premature Election,Barry R. squeals on Sarah Silverman.,,"Barry R., Cyber Thug",1:15:03,1:15:42,,
cbb,82,dammit-that-was-a-hot-jam,2737,,Classic WYR Blunder: Premature Election,Nealon digs himself out of a jam.,,"Barry R., Cyber Thug",1:17:24,1:17:34,,
