show,episode,slug_earwolf,id_wikia,url_soundcloud,created_at,updated_at,soclo_link,name,desc,elucidation,tags,tstart,tend,holding,scope,location_type,location_id
cbb,253,fieri-fight,3877,253-tim-heidecker-jon-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/253-tim-heidecker-jon-daly/#t=8:24,i'll get to your introduction in a second,Tim Heidecker evidently can't wait to drop his own name.,Scott delays a guest's introduction,,8:24,8:27,false,,,
cbb,253,fieri-fight,3877,253-tim-heidecker-jon-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/253-tim-heidecker-jon-daly/#t=21:42,Scott does math,Scott calculates when Tim Heidecker first discovered Guy Fieri.,Scott performs fast math calculations,,21:42,22:03,false,,,
cbb,253,fieri-fight,3877,253-tim-heidecker-jon-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/253-tim-heidecker-jon-daly/#t=1:04:57,not a wood pile,"Scott explains the WYR pile. Twice, somehow.",the wyr pile needs explaining,,1:04:57,1:05:41,false,,,
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=5:32,you've been hearing him interrupt me,"Galifianakis intrudes on the show before his introduction. With a question, no less.",a guest performs before they're announced,,5:32,6:29,false,,,
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=1:08:38,Scott does math,Scott how many minutes fit on each side of a 90m cassette.,Scott performs fast math calculations,,1:08:38,1:08:51,false,,,
cbb,255,a-visit-from-hee-hee-ll,3896,255-rob-delaney-mookie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/255-rob-delaney-mookie/#t=39:07,Scott does math,"Scott, Rob Delaney, and Michael Jackson calculate how many Wednesdays there are in each year.",Scott performs fast math calculations,Michael Jackson,39:07,39:41,false,,,
cbb,255,a-visit-from-hee-hee-ll,3896,255-rob-delaney-mookie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/255-rob-delaney-mookie/#t=15:20,Scott does math,Scott calculates an estimate of how many characters are in Rob Delaney's book.,Scott performs fast math calculations,,15:20,15:52,false,,,
cbb,255,a-visit-from-hee-hee-ll,3896,255-rob-delaney-mookie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/255-rob-delaney-mookie/#t=13:43,Scott does math,Scott calculates how long it took Rob Delaney to record his audio book,Scott performs fast math calculations,,13:43,14:14,false,,,
cbb,255,a-visit-from-hee-hee-ll,3896,255-rob-delaney-mookie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/255-rob-delaney-mookie/#t=18:18,Scott does math,Scott calculates the number of seconds in a minute. And quickly!,Scott performs fast math calculations,,18:18,18:32,false,,,
cbb,255,a-visit-from-hee-hee-ll,3896,255-rob-delaney-mookie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/255-rob-delaney-mookie/#t=14:49,Scott does math,Scott tries to pin down just how hard it was -- on a scale of children -- for Rob Delaney to write a book,Scott performs fast math calculations,,14:49,15:01,false,,,
cbb,255,a-visit-from-hee-hee-ll,3896,255-rob-delaney-mookie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/255-rob-delaney-mookie/#t=1:09:29,i can hear every word you are saying,Michael Jackson somehow overhears Scott admit to Rob Delaney that he prefers Rob win WYR.,"despite everybody's best efforts, a private conversation is overheard",Michael Jackson,1:09:29,1:10:11,false,,,
cbb,256,raw-copera,3915,256-brendon-small-cameron,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/256-brendon-small-cameron/#t=1:17:05,"goddammit, engineer _____",Engineer Cody is visibly bored.,Scott yells at the staff.,Jesse Ventura,1:17:05,1:17:45,false,,,
cbb,256,raw-copera,3915,256-brendon-small-cameron,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/256-brendon-small-cameron/#t=21:18,Cake Boss!,Scott handles the repetition duties,Cake Boss is compelled to cite himself.,,21:18,21:25,false,,,
cbb,256,raw-copera,3915,256-brendon-small-cameron,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/256-brendon-small-cameron/#t=1:35,you've been hearing him interrupt me,Brendon Small and Cameron Esposito both pipe up.,a guest performs before they're announced,,1:35,1:50,false,,,
cbb,256,raw-copera,3915,256-brendon-small-cameron,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/256-brendon-small-cameron/#t=8:35,Scott does math,Scott calculates the percentage of 'Put Your Hands Together' guests who are dead to Cameron Esposito.,Scott performs fast math calculations,,8:35,8:47,false,,,
cbb,256,raw-copera,3915,256-brendon-small-cameron,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/256-brendon-small-cameron/#t=15:04,video blog,Scott knows what CBS stands for.,"Scott articulates obvious data (acronyms, abbreviations, etc.)",,15:04,15:11,false,,,
cbb,256,raw-copera,3915,256-brendon-small-cameron,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/256-brendon-small-cameron/#t=1:21:21,too soon,Engineer Cody is visible bored.,"Someone uses, misuses, or riffs on 'too soon.'",Jesse Ventura,1:21:21,1:21:30,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=30:12,boo,Scott asks Richard Harrow if he is booing his own show.,Someone is confused about whether somebody else is haunting or heckling.,Richard Harrow,30:12,30:21,false,,,
cbb,14,an-old-fashioned-dinner,2440,an-old-fashioned-dinner,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/an-old-fashioned-dinner/#t=47:19,boo,Fred Armisen is bood by a ghost/fan.,Someone is confused about whether somebody else is haunting or heckling.,Richard Harrow,47:19,47:31,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=33:46,ghost burgers,Richard Harrow eats ghost burgers in addition to ghost turkeys.,The ghost of a burger: a turd.,Richard Harrow,33:46,34:37,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=51:12,how many are there?,Scott confirms with Richard Harrow that there's one more as-yet unnamed member of Hell's rock 'n roll band.,a pimping subclass: somebody asks for a list of things or prompts for additional items,Richard Harrow,51:12,51:25,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=49:31,how many are there?,Scott wants Richard Harrow to remind him of all the different heavens.,a pimping subclass: somebody asks for a list of things or prompts for additional items,Richard Harrow,49:31,49:47,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=6:30,Scott does math,Scott guesses some numbers between 2 and 1000.,Scott performs fast math calculations,,6:30,6:50,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=1:01,video blog,Scott explicates HD.,"Scott articulates obvious data (acronyms, abbreviations, etc.)",,1:01,1:14,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=1:04:25,better email this to ourselves,"Richard Harrow suggests Will Forte include the MacGruber theme song as an attachment in his cold email to Kareem Abdul Jabbar, inviting him to the 'Nebraska' movie premiere.",Someone (us. Tompkins) recommends email as a solution.,Richard Harrow,1:04:25,1:04:43,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=1:15:50,better email this to ourselves,Scott notes that Richard Harrow seems fascinated with email attachments.,Someone (us. Tompkins) recommends email as a solution.,"Richard Harrow, Texter",1:15:50,1:16:35,false,,,
cbb,257,nuts-as-a-pile-of-nuts,3928,257-will-forte-paul-f-tompkins,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/257-will-forte-paul-f-tompkins/#t=48:13,i can hear every word you are saying,Will Forte somehow can hear Scott whispering and Richard Harrow muttering.,"despite everybody's best efforts, a private conversation is overheard",Richard Harrow,48:13,48:43,false,,,
cbb,258,yoke-jams,3932,258-jimmy-pardo-bill-callahan,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/258-jimmy-pardo-bill-callahan/#t=20:20,"yes, and...","Jimmy Pardo is sorry, but he just can't 'yes, and...' Scott's theory about why Thanksgiving and Christmas are temporally linked","the rule of 'yes, and' is invoked or abused",,20:20,20:36,false,,,
cbb,258,yoke-jams,3932,258-jimmy-pardo-bill-callahan,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/258-jimmy-pardo-bill-callahan/#t=1:12:09,Doppler Effect,Scott proposes a frequence-shifted train sfx for Cat Stevens.,"Scott does his Doppler Effect sfx, usually with a train bell",,1:12:09,1:12:19,false,,,
cbb,258,yoke-jams,3932,258-jimmy-pardo-bill-callahan,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/258-jimmy-pardo-bill-callahan/#t=1:22:20,how many are there?,You sleep in an Indian headdress once and they're thrashed.,a pimping subclass: somebody asks for a list of things or prompts for additional items,Bob Ducca,1:22:20,1:22:43,false,,,
cbb,258,yoke-jams,3932,258-jimmy-pardo-bill-callahan,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/258-jimmy-pardo-bill-callahan/#t=5:54,number 9?,Jimmy Pardo explains that Scott should be noon.,Scott belabors the floorplan/guest configuration at Earwolf,,5:54,6:22,false,,,
cbb,258,yoke-jams,3932,258-jimmy-pardo-bill-callahan,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/258-jimmy-pardo-bill-callahan/#t=16:34,Batdance,Batdance,"Scott cites, explains, or defends his favorite song",Prince,16:34,17:25,false,,,
cbb,259,charlottes-website,3938,259-david-alan-grier-lauren,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/259-david-alan-grier-lauren/#t=1:16:28,"yes, and...","DAG 'Yes, Ands' something and then agrees.","the rule of 'yes, and' is invoked or abused","Regina Crimp, Mr. G",1:16:28,1:16:43,false,,,
cbb,259,charlottes-website,3938,259-david-alan-grier-lauren,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/259-david-alan-grier-lauren/#t=11:56,"yes, and...","Yes, and well, but maybe, though.","the rule of 'yes, and' is invoked or abused",Regina Crimp,11:56,12:17,false,,,
cbb,259,charlottes-website,3938,259-david-alan-grier-lauren,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/259-david-alan-grier-lauren/#t=45:48,the CBB ODP,Mr. G is here *not* as a function of the CBB Open Door Policy.,CBB's Open Door Policy is cited or blamed,"Regina Crimp, Mr. G",45:48,46:03,false,,,
cbb,259,charlottes-website,3938,259-david-alan-grier-lauren,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/259-david-alan-grier-lauren/#t=11:41,how much money do you make?,"Scott would love to talk more about DAG's finances, just like what's going on currently.",Scott asks an inappropriately personal question.,Regina Crimp,11:41,11:59,false,,,
cbb,259,charlottes-website,3938,259-david-alan-grier-lauren,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/259-david-alan-grier-lauren/#t=1:03:19,bet me a frapp,Scott prompts Mr. G for any more details he might want to add about his yogurt shop's website,someone has to be forced into their bit,"Regina Crimp, Mr. G",1:03:19,1:03:26,false,,,
cbb,26,what-do-you-say-to-your-dog,2477,what-do-you-say-to-your-dog,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/what-do-you-say-to-your-dog/#t=37:48,and this is how we play WYR,Sarah kills it with quick questions.,Scott commends some WYR gameplay,,37:48,38:05,false,,,
cbb,259,charlottes-website,3938,259-david-alan-grier-lauren,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/259-david-alan-grier-lauren/#t=27:50,Texter,Scott cites Texter as a way to get famous by playing the titular character,Dexter when he texts,Regina Crimp,27:50,28:21,false,,,
cbb,26,what-do-you-say-to-your-dog,2477,what-do-you-say-to-your-dog,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/what-do-you-say-to-your-dog/#t=44:52,classic WYR blunder: an obvious question is asked,Andy Richter asks if the deer has the power of speech. Nota Bene -- he pleads his case and wins his points back.,one of several potential WYR blunders,,44:52,45:12,false,,,
cbb,26,what-do-you-say-to-your-dog,2477,what-do-you-say-to-your-dog,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/what-do-you-say-to-your-dog/#t=23:29,how much money do you make?,Scott asks Andy Richter for his home address.,Scott asks an inappropriately personal question.,,23:29,23:45,false,,,
cbb,26,what-do-you-say-to-your-dog,2477,what-do-you-say-to-your-dog,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/what-do-you-say-to-your-dog/#t=52:21,Amy Poehler is rude,Andy Richter asks if the deer has the power of speech. Nota Bene -- he pleads his case and wins his points back.,some asshole talks over the wyr theme.,,52:21,52:49,false,,,
cbb,260,tiny-cheeseburger-story,3948,260-mike-birbiglia-brendon,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/260-mike-birbiglia-brendon/#t=15:34,"maybe it's just me, but for me",Money is good because it pays for goods and services.,Scott has opinions,Gino Lombardo,15:34,16:07,false,,,
cbb,260,tiny-cheeseburger-story,3948,260-mike-birbiglia-brendon,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/260-mike-birbiglia-brendon/#t=1:39,you've been hearing him interrupt me,Jon Wurster doesn't know Austin Powers.,a guest performs before they're announced,Gino Lombardo,1:39,2:18,false,,,
cbb,260,tiny-cheeseburger-story,3948,260-mike-birbiglia-brendon,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/260-mike-birbiglia-brendon/#t=1:10:45,who?,Intern Gino doesn't know who Paul McCartney is.,Someone seems to not know an obvious reference or a very famous person.,"Gino Lombardo, Victor Diamond, Tiny Diamond",1:10:45,1:10:54,false,,,
cbb,261,nubile-agape,3949,261-horatio-sanz-kulap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/261-horatio-sanz-kulap/#t=2:04,"maybe it's just me, but for me",Holidays are best spent with family.,Scott has opinions,,2:04,2:21,false,,,
cbb,261,nubile-agape,3949,261-horatio-sanz-kulap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/261-horatio-sanz-kulap/#t=1:02:23,bet me a frapp,Aaron Neville doesn't want to talk about Kwanzaa.,someone has to be forced into their bit,Aaron Neville,1:02:23,1:03:27,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=14:09,oh boy,"Nickname, there's something.","disapproving grunt, basically",,14:09,14:12,false,,,
cbb,261,nubile-agape,3949,261-horatio-sanz-kulap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/261-horatio-sanz-kulap/#t=14:30,wipeout!,Shelby Fero's family has a house.,Scott gets so excited he solos the melody from Wipeout OR Scott expresses his anger at the Wipeout snark.,,14:30,14:50,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=31:26,oh boy,Dalton Wilcox barges in.,"disapproving grunt, basically",Dalton Wilcox,31:26,31:28,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:13,oh boy,Poetic catch phrase.,"disapproving grunt, basically",,1:13,1:16,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=21:58,oh boy,I'll give you a tip.,"disapproving grunt, basically",,21:58,22:00,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=21:40,oh boy,Nick Lowe challenges Scott to do the math.,"disapproving grunt, basically",,21:40,21:44,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=21:50,oh boy,Scott clears his calculator.,"disapproving grunt, basically",,21:50,21:52,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=10:09,oh boy,Scott continues to count the titles on Nick Lowe's new record.,"disapproving grunt, basically",,10:09,10:11,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=9:55,oh boy,Scott counts the titles on Nick Lowe's new record.,"disapproving grunt, basically",,9:55,9:57,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=22:12,oh boy,Scott divides by 100.,"disapproving grunt, basically",,22:12,22:14,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=10:24,oh boy,Scott has to start over counting the titles on Nick Lowe's new record.,"disapproving grunt, basically",,10:24,10:27,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=33:24,oh boy,Scott is sad to hear that perhaps all of Dalton's ex-girlfriends are no longer alive.,"disapproving grunt, basically",Dalton Wilcox,33:24,33:30,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=12:20,oh boy,Scott knows the fast songs from the slow songs on Nick Lowe's record.,"disapproving grunt, basically",,12:20,12:21,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=13:31,oh boy,Scott mistakes Nick Lowe's son for a dog.,"disapproving grunt, basically",,13:31,13:34,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=10:40,oh boy,Scott reaches #11 while counting the titles on Nick Lowe's new record.,"disapproving grunt, basically",,10:40,10:41,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=2:07:11,the CBB ODP,Alan Thicke posits that CBB's ODP is to blame for an unexpected rapping on the door.,CBB's Open Door Policy is cited or blamed,"Merrill Shindler, Alan Thicke",2:07:11,2:07:21,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:47,the CBB ODP,Jason opines that CBB's ODP might account for any additional guests that drop in.,CBB's Open Door Policy is cited or blamed,,1:47,1:54,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=22:20,Downtown Abbey,"By that time in his life, Nick Lowe was living in 'Downtown Abbey.'",somebody willfully blows the pronunciation of Downton Abbey,,22:20,22:32,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=13:37,Downtown Abbey,"Scott wonders if Nick Lowe lives in, basically, Downtown Abbey.",somebody willfully blows the pronunciation of Downton Abbey,,13:37,14:01,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=5:11,you've been hearing him interrupt me,Scott describes the differences in pre-introduction behavior between Nick Lowe and Jason Mantzoukas.,a guest performs before they're announced,,5:11,5:39,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=11:24,who?,Scott doesn't know 'Silent Night.',Someone seems to not know an obvious reference or a very famous person.,,11:24,11:36,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=5:53,my wife!,Scott respectfully waits for Nick Lowe to finish describing his record jacket.,Scott has a Borat.,,5:53,6:15,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=21:28,Scott does math,Nick Lowe makes a huge mistake.,Scott performs fast math calculations,,21:28,22:20,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:01:49,I wish we had time to get into that,Scott and Jason both would like to jump over the notion that Christmas has no theme song and get to the next topic.,Scott bemoans a lack of time to get into this or that topic.,Alan Thicke,1:01:49,1:02:41,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=7:16,Soupy Sales,Scott's pull for the possible influence on Nick Lowe's record jacket.,Soupy Sales is referenced,,7:16,7:31,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:31:06,who?,Frank Stallone doesn't know who Duane 'The Rock' Johnson is.,Someone seems to not know an obvious reference or a very famous person.,"Merrill Shindler, Alan Thicke, Frank Stallone",1:31:06,1:31:24,false,,,
cbb,262,2013-holiday-spectacular,3986,2013-holiday-spectacular,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=55:25,wipeout!,"Scott illustrates Australian Christmas, long discussion of Wipeout! guy v. Santa ensues.",Scott gets so excited he solos the melody from Wipeout OR Scott expresses his anger at the Wipeout snark.,Alan Thicke,55:25,57:17,false,,,
cbb,263,hollywild,4064,263-ben-schwartz-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/263-ben-schwartz-horatio-sanz/#t=14:37,Doppler Effect,The sound of Scott receiving felatio.,"Scott does his Doppler Effect sfx, usually with a train bell",,14:37,15:00,false,,,
cbb,265,live-from-riot-la-2,4106,265-live-from-riot-la-paul-f,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/265-live-from-riot-la-paul-f/#t=1:28:38,classic WYR blunder: the floor is not yet open,Traci's floor is not yet open.,one of several potential WYR blunders,"JW Stillwater,Traci Rearden",1:28:38,1:29:20,false,,,
cbb,265,live-from-riot-la-2,4106,265-live-from-riot-la-paul-f,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/265-live-from-riot-la-paul-f/#t=1:30:43,my wife!,JW Stillwater's favorite TV show happens to be Friday Night Lights.,Scott has a Borat.,"JW Stillwater,Traci Rearden",1:30:43,1:31:12,false,,,
cbb,265,live-from-riot-la-2,4106,265-live-from-riot-la-paul-f,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/265-live-from-riot-la-paul-f/#t=1:26:24,better email this to ourselves,An invitation to be horny will probably arrive as an attachment.,Someone (us. Tompkins) recommends email as a solution.,"JW Stillwater,Traci Rearden",1:26:24,1:26:33,false,,,
cbb,266,the-calvins-twins,4137,266-taran-killam-paul-brittain,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/266-taran-killam-paul-brittain/#t=18:09,my wife!,Taran Killam didn't get the memo.,Scott has a Borat.,,18:09,18:26,false,,,
cbb,266,the-calvins-twins,4137,266-taran-killam-paul-brittain,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/266-taran-killam-paul-brittain/#t=36:59,Scott does math,Scott calculates how many horse births The Calvins Twins have attended.,Scott performs fast math calculations,"Bever Hopox, Chico Hands",36:59,37:43,false,,,
cbb,266,the-calvins-twins,4137,266-taran-killam-paul-brittain,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/266-taran-killam-paul-brittain/#t=1:07:24,the most popular feature of CBB,The Calvins Twins are treated to some plugs.,Consistently the most popular feature of CBB.,"Bever Hopox, Chico Hands",1:07:24,1:07:30,false,,,
