epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
229,46:30:00,46:30:00,46:43:00,BluRay!,My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=46:30,,Werner Herzog,,,,,,229-ben-schwartz-paul-f,,,,
229,49:05:00,49:05:00,49:22:00,That episode of News Radio where Phil Hartman's character is sleepwalking with a loaded gun pointed at his head?,It's not that kind of a show.,,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=49:05,,Werner Herzog,Phil Hartman,News Radio (TV),,,,229-ben-schwartz-paul-f,,,,
229,58:58:00,58:58:00,59:31:00,Werner solos.,Figrin D'an and the Modal Nodes,,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=58:58,,Werner Herzog,Star Wars,,,,,229-ben-schwartz-paul-f,,,,
229,1:03:11,1:03:07,1:03:14,This was submitted to us by Werner Herzog.,pimps,,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=1:03:07,,Werner Herzog,,,,,,229-ben-schwartz-paul-f,,,,
229,1:03:40,1:03:38,1:03:53,This is the only game...in which we are allowed to ask if we can ask a question.,You don't have to ask.,,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=1:03:38,,,,,,,,229-ben-schwartz-paul-f,,,,
229,1:05:15,1:05:15,1:05:26,It begins with a statement.,You don't have to ask.,,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=1:05:15,,Werner Herzog,,,,,,229-ben-schwartz-paul-f,,,,
229,1:17:03,1:17:03,1:17:08,"Cake Boss, yes.",Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=1:17:03,,Cake Boss,,,,,,229-ben-schwartz-paul-f,,,,
229,1:17:08,1:17:08,1:17:12,"Oh, please call him 'Garry.'","Please call me ""Garry""",,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=1:17:08,,Garry Marshall,,,,,,229-ben-schwartz-paul-f,,,,
229,1:18:30,1:18:30,1:18:51,Let's All Fly a Kite,Figrin D'an and the Modal Nodes,,http://soundcloud.com/comedybangbang/229-ben-schwartz-paul-f/#t=1:18:30,,Werner Herzog,Star Wars,Mary Poppins,,,,229-ben-schwartz-paul-f,,,,
230,23:25,23:25,23:32,Duck tale.,Hollywood Nights,,http://soundcloud.com/comedybangbang/reggie-watts-neil-campbell/#t=23:25,,,,,,,,reggie-watts-neil-campbell,,,,
230,37:58:00,37:58:00,38:01:00,This is a special bbbbbonussss show.,Bbbbonusss,,http://soundcloud.com/comedybangbang/reggie-watts-neil-campbell/#t=37:58,,,,,,,,reggie-watts-neil-campbell,,,,
230,41:19:00,41:19:00,41:25:00,Are you filming constantly?,Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/reggie-watts-neil-campbell/#t=41:19,,,,,,,,reggie-watts-neil-campbell,,,,
230,45:55:00,45:55:00,46:05:00,How...do you have to...?,The Floor closes.,,http://soundcloud.com/comedybangbang/reggie-watts-neil-campbell/#t=45:55,,,,,,,,reggie-watts-neil-campbell,,,,
231,22:07,22:07,22:14,Paul Giamatti is supposed to start shooting Downtown Abbey tomorrow.,Downtown Abbey,,http://soundcloud.com/comedybangbang/231-kumail-nanjiani-james/#t=22:07,,Downton Abbey (TV),Paul Giamatti,,,,,231-kumail-nanjiani-james,,,,
231,32:55:00,32:55:00,33:04:00,My wife produces it.,My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/231-kumail-nanjiani-james/#t=32:55,,,,,,,,231-kumail-nanjiani-james,,,,
231,1:05:36,1:05:36,1:04:45,"""I do host it with my wife.""",My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/231-kumail-nanjiani-james/#t=1:05:36,,,,,,,,231-kumail-nanjiani-james,,,,
231,1:06:32,1:06:32,1:06:36,"""I just wanted you to repeat that.""",My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/231-kumail-nanjiani-james/#t=1:06:32,,,,,,,,231-kumail-nanjiani-james,,,,
231,1:08:14,1:08:14,1:08:27,"""Yep, she's my wife.""",My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/231-kumail-nanjiani-james/#t=1:08:14,,Jesse Ventura,,,,,,231-kumail-nanjiani-james,,,,
232,11:30,11:30,11:49,What's a turd but the ghost of a burger? [inaugural],the ghost of a burger,,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=11:30,,,,,,,,live-from-san-diego-comic-con,,,,
232,11:49,11:49,12:12,De Crappes,Boo,,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=11:49,,,,,,,,live-from-san-diego-comic-con,,,,
232,36:16:00,36:16:00,36:47:00,We only worked on my legs.,We Knew a Poet Once,"various, somewhat vague interminglings of character canon",http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=36:16,,Bill Carter,Hot Dog,,,,,live-from-san-diego-comic-con,,,,
232,45:13:00,45:13:00,45:24:00,I think I'm about 60.,Where are you from?,,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=45:13,,Hot Dog,,,,,,live-from-san-diego-comic-con,,,,
232,50:10:00,50:10:00,50:21:00,I'd love to hear some those (Scott pimps Paul Rust for some historic New No-Nos),pimps,,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=50:10,,,,,,,,live-from-san-diego-comic-con,,,,
232,52:50:00,52:50:00,53:03:00,You know the rest.,The WYR Pile,,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=52:50,,,,,,,,live-from-san-diego-comic-con,,,,
232,56:40:00,56:37:00,56:52:00,What did she do?,pimps,,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=56:37,,Hot Dog,,,,,,live-from-san-diego-comic-con,,,,
233,5:50,5:57,6:21,144 Water St. #10G,What's your address?,,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=5:57,,,,,,,,233-bob-odenkirk-andy-daly,,,,
233,22:35,22:35,22:39,"I apologize for Bob, here.",It's not that kind of a show.,,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=22:35,,Byron Denniston,,,,,,233-bob-odenkirk-andy-daly,,,,
233,30:23:00,30:23:00,31:35:00,Not precisely right.,I don't think it was Ringling Bros.,,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=30:23,,Byron Denniston,,,,,,233-bob-odenkirk-andy-daly,,,,
233,44:26:00,44:26:00,44:40:00,How about a beefeater? I think you're a beefeater.,It's not that kind of a show.,,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=44:26,,Byron Denniston,,,,,,233-bob-odenkirk-andy-daly,,,,
233,46:25:00,46:24:00,46:30:00,a new pair of PJs every day,That is the dream.,,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=46:24,,Byron Denniston,,,,,,233-bob-odenkirk-andy-daly,,,,
233,57:30:00,57:30:00,57:48:00,Family Feud,Dah-bah-bow-wow,a theme song is misremembered or misperformed,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=57:30,,The Family Feud (TV),Byron Denniston,,,,,233-bob-odenkirk-andy-daly,,,,
233,1:01:12,1:01:12,1:01:25,Any animals?,pimps,,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=1:01:12,,Byron Denniston,,,,,,233-bob-odenkirk-andy-daly,,,,
234,2:54,2:54,3:00,You made these pictures move.,The Train Effect,"Among Scott's favorite films is evidently ""L'Arrivн©e d'un train en gare de La Ciotat""",http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=2:54,,L'Arrivн©e d'un train en gare de La Ciotat,,,,,,234-bill-hader-seth-morris,,,,
234,6:31,6:31,6:55,He's a journalist from Kazakhstan.,My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=6:31,,Borat,,,,,,234-bill-hader-seth-morris,,,,
234,28:22:00,28:22:00,30:30:00,tastes and smells from Bob's youth: sun tea; fresh cut grass; jasmine; snickerdoodles; frog water; fireflies; home school erasers; sun tan oil; chlorine; bromide; formaldihide; heirloom ice cubes; the smell and the taste of a waterlogged tree fort; butterscotch discs; dew-ripened lawn mushroom; breakfast salad; garbage can plums; homemade toothpaste candy; older cousin farts; grandfather breath; allergy helmet; security guard diaper; cold pizza; hobo jungle; mulligan stew; babysitter chamber pot; abandoned library; artisan breastmilk,Ducca List,,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=28:22,,Bob Ducca,,,,,,234-bill-hader-seth-morris,,,,
234,40:20:00,40:20:00,40:26:00,How long does it take you to get anywhere?,Huh?,,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=40:20,,Bob Ducca,,,,,,234-bill-hader-seth-morris,,,,
234,42:57:00,42:57:00,43:04:00,Now what is [SNL] again?,Who?,,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=42:57,,Bob Ducca,Saturday Night Live (TV),,,,,234-bill-hader-seth-morris,,,,
234,42:57:00,42:57:00,43:04:00,Now what is [SNL] again?,Oh boy.,something is disgusting in some way,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=42:57,,Bob Ducca,,,,,,234-bill-hader-seth-morris,,,,
241,11:51,11:51,13:25,We all know that circuses travel from town to town.,I don't think it was Ringling Bros.,,http://soundcloud.com/comedybangbang/241-nick-kroll-paul-scheer/#t=11:51,,Ringling Brothers,,,,,,241-nick-kroll-paul-scheer,,,,
241,25:44:00,25:44:00,25:53:00,Eatin' ain't cheatah.,Eatin' Ain't Cheatin',,http://soundcloud.com/comedybangbang/241-nick-kroll-paul-scheer/#t=25:44,,Sylvester Stallone,Frank Stallone,Bill Clinton,,,,241-nick-kroll-paul-scheer,,,,
241,44:55:00,44:55:00,45:11:00,"You don't know which one you are, you poor little baby?",Who am I?,,http://soundcloud.com/comedybangbang/241-nick-kroll-paul-scheer/#t=44:55,,Frank Stallone,Sylvester Stallone,,,,,241-nick-kroll-paul-scheer,,,,
241,1:05:39,1:05:39,1:05:51,He changed his very first name.,I wish we had time to get into that.,,http://soundcloud.com/comedybangbang/241-nick-kroll-paul-scheer/#t=1:05:39,,Ron Paul,Sylvester Stallone,,,,,241-nick-kroll-paul-scheer,,,,
242,11:32,11:30,11:35,Casey Kasem,#RIPossible?,dead or not dead?,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=11:30,,Casey Kasem,,,,,,242-thomas-lennon-rob-huebel,,,,
242,13:25,13:25,13:52,Tom is directly at 12.,twelve o'clock,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=13:25,,,,,,,,242-thomas-lennon-rob-huebel,,,,
242,14:07,14:07,14:12,Tyne Daly,#RIPossible?,dead or not dead?,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=14:07,,Tyne Daly,,,,,,242-thomas-lennon-rob-huebel,,,,
242,33:25:00,33:25:00,33:41:00,It [heroin] is so fun.,heroin,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=33:25,,Human Giant,,,,,,242-thomas-lennon-rob-huebel,,,,
242,34:15:00,34:15:00,34:20:00,Am I pretending that I'm here or not?,A guest performs before they are announced.,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=34:15,,,,,,,,242-thomas-lennon-rob-huebel,,,,
242,38:28:00,38:28:00,38:56:00,"The harder I fight, the more I love you.",Dismissive Jimmy Stewart,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=38:28,,Jimmy Stewart,,,,,,242-thomas-lennon-rob-huebel,,,,
242,55:02:00,55:02:00,55:09:00,"No talking during the WYR theme, Rob.",WYR Theme Chatter,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=55:02,,,,,,,,242-thomas-lennon-rob-huebel,,,,
242,55:14:00,55:14:00,55:20:00,Tom? You're humming.,WYR Theme Chatter,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=55:14,,,,,,,,242-thomas-lennon-rob-huebel,,,,
242,57:00:00,57:00:00,57:04:00,"Rob, you don't have to raise your hand.",You don't have to ask.,,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=57:00,,,,,,,,242-thomas-lennon-rob-huebel,,,,
243,4:25,4:25,4:49,I only let women talk to me like that.,It's not that kind of a show.,,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=4:25,,Tom Leykis,,,,,,243-maria-bamford-james,,,,
244,1:03:03,1:03:03,1:03:13,We all know what that means.,The WYR Pile,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:03:03,,,,,,,,244-andy-samberg-eddie,,,,
244,1:05:08,1:05:08,1:05:26,What is Medusa hair? (-1),Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:05:08,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:05:33,1:05:33,1:05:42,Can we ask a question? (-2),Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:05:33,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:05:53,1:05:53,1:06:03,I would rather do дус (-500),Classic WYR Blunder: Voting Early,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:05:53,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:06:37,1:06:37,1:06:52,"This is not a question, but when... (-1)",Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:06:37,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:06:52,1:06:52,1:06:57,What do I do?,Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:06:52,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:07:24,1:07:24,1:07:30,Can I make a statement? (-3),Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:07:24,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:08:33,1:08:33,1:08:59,Singing clams... (-500),Classic WYR Blunder: Voting Early,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:08:33,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:09:16,1:09:16,1:09:27,For what? (-2),Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:09:16,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:09:42,1:09:42,1:09:55,Are you saying that we didn't get a chance to answer that scenario? (-3),Classic WYR Blunder: The Floor is Closed,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:09:42,,Eddie Floatley,,,,,,244-andy-samberg-eddie,,,,
244,1:17:31,1:17:31,1:17:44,I thought maybe the theme song plays every time you say 'discharge.',Donk,one of the engineers fucks up and is [optionally] rebuked,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:17:31,,Engineer Cody,,,,,,244-andy-samberg-eddie,,,,
244,1:23:24,1:23:24,1:24:01,They skip *to* the plugs.,Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=1:23:24,,,,,,,,244-andy-samberg-eddie,,,,
245,1:20,1:20,1:26,"Hollywood days, certainly.",Hollywood Days,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:20,,,,,,,,245-amy-poehler-paul-f,,,,
245,1:58,1:58,2:04,"What's going on, Neil? Hollywood days.",Hollywood Days,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:58,,,,,,,,245-amy-poehler-paul-f,,,,
245,11:03,11:03,11:10,Leslie Nope,Who?,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=11:03,,Parks and Recreation (TV),,,,,,245-amy-poehler-paul-f,,,,
245,37:02:00,37:02:00,,it's been,It's Been,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=37:02,,,,,,,,245-amy-poehler-paul-f,,,,
245,46:16:00,46:16:00,46:21:00,I'd love to hear your Nixon impression.,pimps,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=46:16,,Alan Thicke,Richard Nixon,,,,,245-amy-poehler-paul-f,,,,
245,1:05:45,1:05:45,1:05:59,"This is a great show, thank you for coming back.",Uneasy lies the head...,a PFT character steps all over the reset,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:05:45,,Alan Thicke,,,,,,245-amy-poehler-paul-f,,,,
245,1:11:21,1:11:21,1:11:28,It's fun to rap in a butter way.,My Name's Rappin Scott,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:11:21,,Alan Thicke,,,,,,245-amy-poehler-paul-f,,,,
245,1:13:00,1:12:55,1:13:00,If you were to sing a song about butter...how would it come out?,pimps,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:12:55,,Alan Thicke,,,,,,245-amy-poehler-paul-f,,,,
245,1:14:28,1:14:28,1:14:34,Pharrell,Who?,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:14:28,,Alan Thicke,Pharrell,,,,,245-amy-poehler-paul-f,,,,
245,1:21:35,1:21:35,1:21:40,Certainly there was a wardrobe department.,Inside Baseball,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:21:35,,Alan Thicke,,,,,,245-amy-poehler-paul-f,,,,
245,1:24:50,1:24:50,1:24:58,Scott posits the plugs theme authors are all rich,Eccentric Millionaires,,http://soundcloud.com/comedybangbang/245-amy-poehler-paul-f/#t=1:24:50,,Alan Thicke,,,,,,245-amy-poehler-paul-f,,,,
246,2:34,2:34,2:44,What's happened in the last seven years?,Introduction in a Second,,http://soundcloud.com/comedybangbang/246-casey-wilson-june-diane/#t=2:34,,,,,,,,246-casey-wilson-june-diane,,,,
246,7:45,7:49,7:56,Smash Cut to: now it's opening.,Smash Cut,,http://soundcloud.com/comedybangbang/246-casey-wilson-june-diane/#t=7:49,,,,,,,,246-casey-wilson-june-diane,,,,
247,3:19,3:19,3:26,You were the titular star of The Ladies' Man.,titular,,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=3:19,,,,,,,,247-tim-meadows-horatio-sanz,,,,
247,9:52,9:52,10:00,"I could look to the person to my right and say ""look it up!""",It's not that kind of a show.,,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=9:52,,,,,,,,247-tim-meadows-horatio-sanz,,,,
247,46:22:00,46:16:00,46:24:00,Jamming with Davey Jones in Glendale.,That is the dream.,,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=46:16,,Davey Jones,The Monkees,,,,,247-tim-meadows-horatio-sanz,,,,
247,1:18:10,1:18:10,1:18:20,...how 9/11 was bullshit.,I wish we had time to get into that.,,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=1:18:10,,Chico Davis,11-Sep,,,,,247-tim-meadows-horatio-sanz,,,,
248,8:43,8:43,8:46,They didn't know you got arrested?,Oh boy.,something is disgusting in some way,http://soundcloud.com/comedybangbang/248-eric-andre-lauren-lapkus/#t=8:43,,,,,,,,248-eric-andre-lauren-lapkus,,,,
248,36:44:00,36:44:00,36:52:00,I ground you because I love you.,Who's Paul?,,http://soundcloud.com/comedybangbang/248-eric-andre-lauren-lapkus/#t=36:44,,"Scott's nephew, Todd",,,,,,248-eric-andre-lauren-lapkus,,,,
249,19:46,19:46,19:56,Starring Marc Maron,Marone!,,http://soundcloud.com/comedybangbang/249-bob-odenkirk-the-birthday/#t=19:46,,Marc Maron,,,,,,249-bob-odenkirk-the-birthday,,,,
249,23:00,23:00,23:09,Smash cut to: TV show.,Smash Cut,,http://soundcloud.com/comedybangbang/249-bob-odenkirk-the-birthday/#t=23:00,,,,,,,,249-bob-odenkirk-the-birthday,,,,
249,1:11:10,1:11:10,1:11:28,Oh. No. There was that other guy.,side-by-side,,http://soundcloud.com/comedybangbang/249-bob-odenkirk-the-birthday/#t=1:11:10,,The Tab Guys,,,,,,249-bob-odenkirk-the-birthday,,,,
249,1:13:48,1:13:48,1:13:57,"Hey Shrek, time to fuck!",Donkey!,somebody does the Shrek 'donkeh',http://soundcloud.com/comedybangbang/249-bob-odenkirk-the-birthday/#t=1:13:48,,Shrek,Zoro,,,,,249-bob-odenkirk-the-birthday,,,,
249,1:14:10,1:14:10,1:14:12,Let's go to Bob first.,The Floor closes.,,http://soundcloud.com/comedybangbang/249-bob-odenkirk-the-birthday/#t=1:14:10,,,,,,,,249-bob-odenkirk-the-birthday,,,,
250,4:09,4:09,4:13,"Our guest, by the way...",Introduction in a Second,,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=4:09,,,,,,,,250-pete-holmes-jon-gabrus,,,,
261,1:21:55,1:21:55,1:22:02,This child came out of your furgina.,Furgina,,http://soundcloud.com/comedybangbang/261-horatio-sanz-kulap/#t=1:21:55,,,,,,,,261-horatio-sanz-kulap,,,,
261,1:25:32,1:25:32,1:25:36,Wha? Wha? What?!,The Floor closes.,,http://soundcloud.com/comedybangbang/261-horatio-sanz-kulap/#t=1:25:32,,Aaron Neville,,,,,,261-horatio-sanz-kulap,,,,
261,1:33:38,1:33:38,1:33:49,588-2300 Empire,By Mennen,The Mennen jingle is referenced or sung.,http://soundcloud.com/comedybangbang/261-horatio-sanz-kulap/#t=1:33:38,,Aaron Neville,,,,,,261-horatio-sanz-kulap,,,,
262,42:15:00,42:15:00,42:26:00,"You don't drive a jeep, do you, Dalton?",We Knew a Poet Once,"various, somewhat vague interminglings of character canon",http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=42:15,,Chip Gardner,Dalton Wilcox,,,,,2013-holiday-spectacular,,,,
262,48:41:00,48:41:00,48:56:00,Time to ride off into the sunset.,Defenestration,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=48:41,,Dalton Wilcox,,,,,,2013-holiday-spectacular,,,,
262,52:22:00,52:15:00,52:50:00,"What are we talking about, like a full ""C""?",How many are there?,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=52:15,Alan Thicke,Joanna Kerns,,,,,,2013-holiday-spectacular,,,,
262,53:24:00,53:24:00,53:33:00,Meshach and I...we used to дус gip дус compare how many dates we'd gone out on.,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=53:24,,Alan Thicke,Meshach Taylor,,,,,2013-holiday-spectacular,,,,
262,53:46:00,53:42:00,53:53:00,"""We were all adults - gip...""",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=53:42,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
262,1:03:00,1:03:00,1:03:08,"Jason, I believe you are being deliberately obtuse.",willfully obtuse,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:03:00,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
262,1:03:53,1:03:53,1:03:57,Mayo - oh.,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:03:53,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
262,1:08:15,1:08:15,1:08:34,Is this something that you have long thought was needed?,You don't have to ask.,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:08:15,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
262,1:08:54,1:08:55,1:09:00,"gip - the answer to your question is, of course, both.",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:08:55,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
262,1:16:25,1:16:25,1:17:00,smacks of fascism,You don't have to ask.,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:16:25,,Merrill Shindler,Alan Thicke,,,,,2013-holiday-spectacular,,,,
262,1:17:06,1:17:06,1:17:17,How many - gip - how many times in history would you say that it's rained fat drippings?,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:17:06,,Alan Thicke,Merrill Shindler,,,,,2013-holiday-spectacular,,,,
262,1:20:07,1:20:07,1:20:11,Thanksgiving combined with Christmas,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:20:07,,Alan Thicke,Merrill Shindler,,,,,2013-holiday-spectacular,,,,
262,1:23:37,1:23:37,1:23:41,"""Gip -- would you give gifts to each other?""",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:23:37,,Alan Thicke,Merrill Shindler,,,,,2013-holiday-spectacular,,,,
262,1:26:31,1:26:31,1:26:42,"""Gip - do you ever sit in a sauna...?""",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:26:31,,Alan Thicke,Merrill Shindler,,,,,2013-holiday-spectacular,,,,
262,1:34:03,1:34:04,1:34:08,On the Toonie,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:34:04,,Alan Thicke,Hugh Jackman,,,,,2013-holiday-spectacular,,,,
262,1:35:00,1:35:00,1:35:04,"""One of those - gip, gip, gip, gip - trash cans.""",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:35:00,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
262,1:38:37,1:38:37,1:38:44,"""Gip - have you ever embedded popcorn kernels under your skin?""",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:38:37,,Alan Thicke,Merrill Shindler,,,,,2013-holiday-spectacular,,,,
262,1:40:35,1:40:32,1:40:37,a classic copyright blunder,"You shoulda mailed it to yourself, stupid.",a PFT character suggests somebody mail themselves something,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:40:32,,Alan Thicke,Frank Stallone,,,,,2013-holiday-spectacular,,,,
262,1:53:00,1:52:54,1:53:05,Well the world don't move...,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:52:54,,Alan Thicke,Bill Cosby Bukowski,,,,,2013-holiday-spectacular,,,,
262,1:54:29,1:54:29,1:54:37,"""Did you have to suppress your -- gip -- Bukowski side...?""",Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=1:54:29,,Alan Thicke,Bill Cosby Bukowski,,,,,2013-holiday-spectacular,,,,
262,2:02:07,2:02:07,2:02:26,Let me ask what everyone's thinking.,You don't have to ask.,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=2:02:07,,Merrill Shindler,Alan Thicke,Bill Cosby Bukowski,,,,2013-holiday-spectacular,,,,
262,2:03:04,2:03:02,2:03:05,They get into the heroin and the cocaine.,Oh boy.,something is disgusting in some way,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=2:03:02,,Bill Cosby Bukowski,,,,,,2013-holiday-spectacular,,,,
262,2:04:12,2:04:12,2:04:20,Directly into the theatre like the Kool-Aid Man.,Kool-Aid Man,somebody references The Kool-Aid Man,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=2:04:12,,Lenny Kravitz,D.C. Cab (film),Bill Cosby Bukowski,,,,2013-holiday-spectacular,,,,
262,2:05:40,2:05:39,2:05:42,We are back here with Alan Thicke. Gip.,Gip,,http://soundcloud.com/comedybangbang/2013-holiday-spectacular/#t=2:05:39,,Alan Thicke,,,,,,2013-holiday-spectacular,,,,
