episode,show,tstart,tend,instance,bit,location_type,location_id,updated_at,elucidation,url_soundcloud,tagarray,tags,tagarray_og,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,tagarray 7,tagarray 8,tagarray 9,tagarray 10,created_at,slug_soundcloud,slug_earwolf,id_wikia,time,holding
349,cbb,1:36:43,1:36:49,Scott has an advertising idea for Cake Boss,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:36:43,"Cake Boss,The Rickster","The Rickster,Cake Boss",cake boss|The Rickster,Cake Boss,The Rickster,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:36:43-1:36:49,false
349,cbb,1:37:21,1:37:28,Scott wants to hear the last 20 of The Rickster's ideas,Pimpings,,,2015-10-16T10:51:29Z,superclass of all otherwise non-specific pimps,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:37:21,The Rickster,The Rickster,The Rickster,The Rickster,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:37:21-1:37:28,false
349,cbb,1:41:34,1:41:45,Gosh Rickster - hit us with these other ideas,Pimpings,,,2015-10-16T10:51:29Z,superclass of all otherwise non-specific pimps,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:41:34,The Rickster,The Rickster,The Rickster,The Rickster,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:41:34-1:41:45,false
349,cbb,1:43:16,1:43:25,I think [Judge Dredd] ended with him getting an honorary doctorate from Dartmouth.,Location,point,400,2015-11-12T13:48:29Z,,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:43:16,"The Rickster,Bill Cosby","Judge Dredd,Bill Cosby,The Rickster",The Rickster|Bill Cosby,The Rickster,Bill Cosby,Judge Dredd,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:43:16-1:43:25,false
349,cbb,1:44:47,1:44:51,Scott puts his shoes away when they're not on his feet,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:44:47,Cake Boss,Cake Boss,cake boss,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:44:47-1:44:51,false
349,cbb,1:46:15,1:46:42,"Anyway, you would have to put on a layer of lacquer",Anyway,,,2015-10-16T10:51:29Z,the rickster's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:46:15,"The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho","Ho Ho,John Lennon,Cake Boss,Maxwell Keeper,The Rickster",The Rickster|the timekeeper|cake boss|John Lennon|ho ho,The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:46:15-1:46:42,false
349,cbb,1:46:15,1:46:42,Anyway...,Tick Tock,,,2015-10-16T10:51:29Z,the timekeeper's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:46:15,"The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho","Ho Ho,John Lennon,Cake Boss,Maxwell Keeper,The Rickster",The Rickster|the timekeeper|cake boss|John Lennon|ho ho,The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:46:15-1:46:42,false
349,cbb,1:46:15,1:46:42,Anyway...,Drums,,,2015-10-16T10:51:29Z,john lennon's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:46:15,"The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho","Ho Ho,John Lennon,Cake Boss,Maxwell Keeper,The Rickster",The Rickster|the timekeeper|cake boss|John Lennon|ho ho,The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:46:15-1:46:42,false
349,cbb,1:46:15,1:46:42,Anyway...,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:46:15,"The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho","Ho Ho,John Lennon,Cake Boss,Maxwell Keeper,The Rickster",The Rickster|the timekeeper|cake boss|John Lennon|ho ho,The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:46:15-1:46:42,false
349,cbb,1:46:15,1:46:42,Anyway...,It's Been a While,,,2015-10-16T10:51:29Z,not it's been,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:46:15,"The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho","Ho Ho,John Lennon,Cake Boss,Maxwell Keeper,The Rickster",The Rickster|the timekeeper|cake boss|John Lennon|ho ho,The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:46:15-1:46:42,false
349,cbb,1:46:15,1:46:42,Anyway...,My Wife!,,,2015-10-16T10:51:29Z,borat,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:46:15,"The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho","Ho Ho,John Lennon,Cake Boss,Maxwell Keeper,The Rickster",The Rickster|the timekeeper|cake boss|John Lennon|ho ho,The Rickster,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:46:15-1:46:42,false
349,cbb,1:48:18,1:48:28,Scott resets with a round of catchphrases,Tick Tock,,,2015-10-16T10:51:29Z,the timekeeper's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:48:18,"Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone","Brad Hammerstone,Ho Ho,John Lennon,Cake Boss,Maxwell Keeper",the timekeeper|cake boss|John Lennon|ho ho|Brad Hammerstone,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:48:18-1:48:28,false
349,cbb,1:48:18,1:48:28,Scott resets with a round of catchphrases,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:48:18,"Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone","Brad Hammerstone,Ho Ho,John Lennon,Cake Boss,Maxwell Keeper",the timekeeper|cake boss|John Lennon|ho ho|Brad Hammerstone,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:48:18-1:48:28,false
349,cbb,1:48:18,1:48:28,Scott resets with a round of catchphrases,Drums,,,2015-10-16T10:51:29Z,john lennon's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:48:18,"Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone","Brad Hammerstone,Ho Ho,John Lennon,Cake Boss,Maxwell Keeper",the timekeeper|cake boss|John Lennon|ho ho|Brad Hammerstone,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:48:18-1:48:28,false
349,cbb,1:48:18,1:48:28,Scott resets with a round of catchphrases,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:48:18,"Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone","Brad Hammerstone,Ho Ho,John Lennon,Cake Boss,Maxwell Keeper",the timekeeper|cake boss|John Lennon|ho ho|Brad Hammerstone,Maxwell Keeper,Cake Boss,John Lennon,Ho Ho,Brad Hammerstone,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:48:18-1:48:28,false
349,cbb,1:49:47,1:49:50,Anyway!,It's Been a While,,,2015-10-16T10:51:29Z,not it's been,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:49:47,The Rickster,The Rickster,The Rickster,The Rickster,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:49:47-1:49:50,false
349,cbb,1:50:34,1:50:50,Do you have a pussy?,Not That Kind of a Show,,,2015-10-16T10:51:29Z,cbb gets a little blue,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:50:34,"Chad Warren,John Lennon,Cake Boss,Maxwell Keeper,Ho Ho","Ho Ho,Maxwell Keeper,Cake Boss,John Lennon,Chad Warren",chad warren|John Lennon|cake boss|the timekeeper|ho ho,Chad Warren,John Lennon,Cake Boss,Maxwell Keeper,Ho Ho,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:50:34-1:50:50,false
349,cbb,1:52:22,1:52:25,Don't forget - Ho Ho's opposite guy,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:52:22,"Cake Boss,Ho Ho","Ho Ho,Cake Boss",cake boss|ho ho,Cake Boss,Ho Ho,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:52:22-1:52:25,false
349,cbb,1:52:27,1:52:30,Ho Ho what do you think of Chad here?,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:52:27,"Chad Warren,Ho Ho","Ho Ho,Chad Warren",chad warren|ho ho,Chad Warren,Ho Ho,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:52:27-1:52:30,false
349,cbb,1:55:50,1:55:59,I'm very close to throwing up,Blech,,,2015-10-16T10:51:29Z,ho ho's pukes,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:55:50,"Ho Ho,Cake Boss","Cake Boss,Ho Ho",ho ho|cake boss,Ho Ho,Cake Boss,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:55:50-1:55:59,false
349,cbb,1:56:00,1:56:09,Scott asks Ho Ho if he ever does anything but throw up or fart,Blech,,,2015-10-16T10:51:29Z,ho ho's pukes,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:56:00,"Ho Ho,Cake Boss","Cake Boss,Ho Ho",ho ho|cake boss,Ho Ho,Cake Boss,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:56:00-1:56:09,false
349,cbb,1:56:21,1:56:31,John Lennon notices Ho Ho took great pleasure in something,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:56:21,"John Lennon,Ho Ho","Ho Ho,John Lennon",John Lennon|ho ho,John Lennon,Ho Ho,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:56:21-1:56:31,false
349,cbb,1:56:35,1:56:42,Classic Ho Ho,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:56:35,"Ho Ho,Cake Boss","Cake Boss,Ho Ho",ho ho|cake boss,Ho Ho,Cake Boss,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:56:35-1:56:42,false
349,cbb,1:57:27,1:57:33,Whaddya say cake guy?,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:57:27,"Chad Warren,Cake Boss","Cake Boss,Chad Warren",chad warren|cake boss,Chad Warren,Cake Boss,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:57:27-1:57:33,false
349,cbb,1:59:15,1:59:22,Cake Boss are you a genie?,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:59:15,Cake Boss,Cake Boss,cake boss,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:59:15-1:59:22,false
349,cbb,1:59:38,1:59:42,Ho Ho are you a genie?,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=1:59:38,Ho Ho,Ho Ho,ho ho,Ho Ho,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,1:59:38-1:59:42,false
349,cbb,2:01,2:01,Cake Boss let's sing it!,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:01:05,"Cake Boss,Ho Ho","Ho Ho,Cake Boss",cake boss|ho ho,Cake Boss,Ho Ho,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:01:05-2:01:07,false
349,cbb,2:01,2:01,Did someone sing one of my theme songs?,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:01:38,Alan Thicke,Alan Thicke,Alan Thicke,Alan Thicke,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:01:38-2:01:44,false
349,cbb,2:01,2:01,Alan heard the Facts of Life theme being sung and he -- gip -- had to come down to Earwolf,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:01:52,Alan Thicke,Alan Thicke,Alan Thicke,Alan Thicke,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:01:52-2:01:57,false
349,cbb,2:02,2:02,Which one -- gip?,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:02:25,Alan Thicke,Alan Thicke,Alan Thicke,Alan Thicke,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:02:25-2:02:33,false
349,cbb,2:02,2:02,gip - Uh yeah it's a terrible blow,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:02:33,"Alan Thicke,Robin Thicke","Robin Thicke,Alan Thicke",Alan Thicke|Robin Thicke,Alan Thicke,Robin Thicke,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:02:33-2:02:38,false
349,cbb,2:02,2:02,gip - gip - Alan tries to think of the Canadian word for 'genie',Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:02:43,Alan Thicke,Alan Thicke,Alan Thicke,Alan Thicke,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:02:43-2:02:52,false
349,cbb,2:02,2:03,Alan wonders if anybody needs any wishes,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:02:58,Alan Thicke,Alan Thicke,Alan Thicke,Alan Thicke,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:02:58-2:03:02,false
349,cbb,2:03,2:03,Perhaps -- gip -- Alan -- gip -- teleported Chad Warren to Earwolf from Denny's,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:03:03,"Chad Warren,Alan Thicke","Alan Thicke,Chad Warren",Chad Warren|Alan Thicke,Chad Warren,Alan Thicke,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:03:03-2:03:11,false
349,cbb,2:04,2:04,Alan Thicke is excited to be around so many weird supernatural people,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:04:28,"Alan Thicke,Ho Ho,Maxwell Keeper,Brad Hammerstone,Cake Boss,John Lennon","John Lennon,Cake Boss,Brad Hammerstone,Maxwell Keeper,Ho Ho,Alan Thicke",Alan Thicke|ho ho|the timekeeper|Brad Hammerstone|cake boss|John Lennon,Alan Thicke,Ho Ho,Maxwell Keeper,Brad Hammerstone,Cake Boss,John Lennon,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:04:28-2:04:44,false
349,cbb,2:04,2:04,Alan Thicke is excited to be around so many weird supernatural people,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:04:28,"Alan Thicke,Ho Ho,Maxwell Keeper,Brad Hammerstone,Cake Boss,John Lennon","John Lennon,Cake Boss,Brad Hammerstone,Maxwell Keeper,Ho Ho,Alan Thicke",Alan Thicke|ho ho|the timekeeper|Brad Hammerstone|cake boss|John Lennon,Alan Thicke,Ho Ho,Maxwell Keeper,Brad Hammerstone,Cake Boss,John Lennon,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:04:28-2:04:44,false
349,cbb,2:05,2:05,Who's 'she'?!,Who's Paul?,,,2015-10-16T10:51:29Z,a character is referred to by the name/pronoun of their player,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:05:09,"Alan Thicke,John Lennon,Chad Warren,Ho Ho","Ho Ho,Chad Warren,John Lennon,Alan Thicke",Alan Thicke|John Lennon|Chad Warren|ho ho,Alan Thicke,John Lennon,Chad Warren,Ho Ho,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:05:09-2:05:19,false
349,cbb,2:05,2:05,So John Lennon what's your -- gip -- counter wish?,Gip,,,2015-10-16T10:51:29Z,alan thicke's vocal tic,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:05:30,"Alan Thicke,John Lennon","John Lennon,Alan Thicke",Alan Thicke|John Lennon,Alan Thicke,John Lennon,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:05:30-2:05:34,false
349,cbb,2:06,2:06,Ho Ho has a counter wish,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:06:55,"Ho Ho,Alan Thicke","Alan Thicke,Ho Ho",ho ho|Alan Thicke,Ho Ho,Alan Thicke,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:06:55-2:06:58,false
349,cbb,2:07,2:07,Look at this candy-ass mother fucker right here!,Candy-Ass Mother Fucker,,,2015-10-16T10:51:29Z,santa's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:07:45,Santa Claus,Santa Claus,Santa Claus,Santa Claus,,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:07:45-2:07:49,false
349,cbb,2:08,2:08,Do you like it daddy?,Ho-Ho!,,,2015-10-16T10:51:29Z,ho ho's catchphrase,http://soundcloud.com/comedybangbang/349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead/#t=2:08:07,"Ho Ho,Santa Claus","Santa Claus,Ho Ho",ho ho|Santa Claus,Ho Ho,Santa Claus,,,,,,,,,2015-04-03T10:51:29Z,349-6th-anniv-pftlapkusmiddleditchcampbellmike-hanfordjoe-wengertpaul-scheererin-whitehead,the-6th-anniversary-show,3325,2:08:07-2:08:11,false
